sum_response_time,number_of_received_responses,number_of_sent_requests
7052,491,492
13901,961,963
20742,1442,1446
30746,2142,2146
35060,2444,2449
41314,2909,2916
48475,3427,3434
51606,3656,3666
57864,4101,4112
60158,4271,4284
63039,4490,4506
66896,4756,4773
76686,5464,5482
80587,5747,5767
87538,6235,6256
97552,6934,6955
100959,7176,7199
105175,7476,7501
109919,7818,7844
118812,8492,8519
125758,9003,9031
127538,9129,9159
130116,9310,9343
135125,9679,9713
137441,9854,9891
144374,10377,10415
151343,10887,10926
158299,11404,11444
163990,11817,11858
168960,12180,12223
175660,12651,12695
182690,13155,13200
192686,13854,13899
199427,14318,14364
203877,14615,14662
209886,15040,15089
214152,15336,15386
217469,15566,15619
224289,16065,16119
230019,16480,16535
233304,16710,16767
238569,17081,17140
244882,17415,17475
249227,17715,17777
252936,17970,18034
262930,18681,18745
271290,19280,19344
273817,19458,19525
280009,19909,19977
284571,20247,20317
289235,20589,20660
295398,21045,21117
299053,21307,21382
304538,21724,21800
306590,21867,21945
311683,22235,22315
314011,22409,22491
321527,22826,22909
324422,23037,23123
329255,23405,23492
332384,23631,23720
335659,23870,23962
345648,24588,24680
352453,25059,25152
357944,25439,25533
361184,25661,25757
366817,26058,26156
370902,26347,26446
377437,26808,26909
387440,27526,27627
391217,27783,27886
398047,28249,28353
404393,28706,28811
408717,29011,29118
413705,29362,29470
416264,29540,29651
426253,30246,30357
433142,30730,30842
439261,31156,31269
441989,31350,31465
448480,31798,31914
454315,32211,32329
458011,32480,32600
464591,32936,33057
467717,33161,33284
472420,33505,33630
482429,34220,34345
486289,34498,34625
493053,34979,35107
502539,35654,35782
505147,35852,35982
513912,36498,36629
523909,37242,37373
533914,37958,38089
541766,38513,38644
547831,38953,39086
554624,39462,39596
558286,39740,39876
565235,40234,40371
572033,40711,40849
575975,40981,41121
582915,41485,41626
589962,41981,42122
594724,42318,42461
603426,42939,43083
607220,43202,43348
613997,43687,43834
619487,44087,44235
624690,44483,44633
631513,44981,45132
635104,45227,45380
645095,45931,46084
654009,46556,46709
656790,46768,46923
662941,47211,47367
666608,47491,47650
675906,48271,48430
680532,48655,48816
687316,49200,49362
697321,49879,50041
703336,50290,50453
707936,50616,50781
714862,51083,51249
721605,51551,51718
728412,52024,52192
738412,52721,52889
742115,52975,53145
745620,53230,53402
749443,53506,53680
756384,54000,54175
763226,54490,54666
773229,55195,55371
776948,55450,55628
783874,55968,56147
790873,56557,56737
797376,57104,57285
804800,57704,57886
808614,57975,58159
815587,58487,58672
822480,58969,59155
829611,59470,59656
836202,59936,60124
838969,60134,60324
846428,60681,60872
850935,61003,61195
857067,61470,61664
863878,61944,62139
868166,62254,62451
872121,62536,62735
879109,63056,63256
882857,63337,63539
892871,64074,64276
899619,64555,64758
903502,64849,65054
908626,65236,65442
910978,65410,65619
920416,65941,66150
923175,66129,66340
925547,66289,66503
934271,66905,67119
940536,67344,67559
944729,67627,67844
950505,68027,68245
953364,68242,68463
963368,68960,69181
970313,69431,69653
975622,69811,70034
978533,70027,70252
981570,70262,70490
985217,70535,70765
989605,70862,71093
993220,71124,71358
996924,71385,71621
1004230,71919,72155
1010804,72411,72649
1015053,72733,72972
1024403,73377,73617
1031252,73855,74096
1038116,74347,74589
1044710,74805,75048
1048662,75093,75338
1052344,75387,75634
1056032,75658,75907
1062821,76142,76392
1066678,76412,76664
1074801,77008,77260
1080505,77416,77670
1084155,77684,77940
1091013,78167,78424
1096524,78543,78801
1099512,78755,79015
1102207,78947,79210
1109142,79448,79712
1113065,79729,79995
1119267,80169,80436
1123809,80500,80769
1130572,80996,81266
1137384,81510,81781
1141097,81791,82064
1147952,82313,82587
1154799,82776,83051
1161634,83265,83541
1165446,83524,83802
1169348,83803,84083
1173063,84063,84345
1178535,84446,84729
1183668,84810,85095
1187575,85064,85351
1197573,85784,86071
1202592,86157,86445
1204902,86324,86615
1211757,86786,87078
1218516,87264,87557
1225468,87747,88041
1229270,88020,88316
1237771,88609,88905
1246227,89195,89492
1253085,89694,89992
1260026,90195,90494
1263807,90465,90766
1270291,90922,91224
1271474,91010,91314
1280962,91685,91990
1288255,92193,92499
1298255,92920,93226
1305015,93395,93702
1308994,93680,93989
1313007,93961,94271
1322933,94636,94947
1326676,94893,95206
1330351,95161,95476
1337140,95650,95966
1344044,96139,96456
1354051,96816,97133
1357261,97036,97355
1360182,97245,97566
1362224,97385,97709
1365775,97627,97953
1369835,97913,98241
1373839,98201,98530
1378090,98504,98835
1384416,98942,99275
1391258,99418,99751
1398019,99899,100233
1404860,100411,100747
1408590,100693,101031
1415522,101230,101569
1421755,101698,102038
1425799,101993,102335
1430204,102306,102650
1435331,102661,103006
1440777,103050,103397
1444564,103319,103667
1448437,103590,103940
1451943,103846,104199
1458951,104340,104694
1465736,104806,105161
1472707,105301,105657
1482697,105989,106345
1486785,106276,106633
1496428,106953,107311
1500248,107228,107588
1510236,107932,108292
1514003,108199,108561
1521217,108712,109074
1527919,109173,109537
1534912,109661,110026
1538835,109952,110319
1545604,110445,110813
1545974,110471,110842
1550187,110769,111142
1553919,111027,111402
1563919,111734,112109
1570701,112225,112601
1574809,112513,112890
1578153,112749,113129
1588158,113463,113843
1594918,113940,114321
1601852,114431,114813
1605628,114696,115080
1609513,114975,115361
1617514,115545,115931
1622535,115896,116284
1626995,116209,116599
1633301,116659,117050
1637641,116957,117350
1641164,117196,117591
1648136,117688,118084
1655044,118174,118571
1665036,118867,119264
1675037,119567,119964
1681887,120046,120444
1686766,120394,120793
1695671,121026,121426
1704331,121640,122040
1709295,121992,122394
1715586,122444,122847
1719835,122742,123147
1726636,123228,123634
1729880,123458,123866
1737075,123977,124386
1743756,124443,124853
1748767,124801,125212
1751441,124987,125401
1755143,125244,125660
1757931,125439,125857
1762396,125761,126181
1769258,126246,126667
1773034,126510,126933
1782316,127158,127581
1784332,127300,127725
1787573,127521,127949
1793981,127971,128400
1798006,128256,128687
1804811,128726,129158
1812722,129285,129717
1818683,129709,130143
1827078,130320,130754
1832551,130714,131150
1841366,131340,131776
1846372,131703,132141
1856390,132424,132862
1863188,132902,133341
1870106,133389,133829
1875769,133801,134242
1883669,134353,134795
1890420,134827,135270
1896399,135251,135695
1901401,135592,136037
1903983,135770,136218
1907799,136040,136490
1915270,136565,137016
1922108,137039,137491
1928165,137472,137925
1932835,137797,138252
1936635,138062,138519
1944542,138623,139080
1947866,138858,139317
1951476,139115,139576
1954866,139357,139820
1960368,139746,140211
1966286,140166,140632
1972227,140585,141053
1977215,140921,141390
1981158,141199,141670
1986547,141585,142058
1990474,141855,142330
1995907,142236,142712
2000139,142539,143017
2007906,143096,143575
2011633,143352,143833
2018591,143848,144330
2028588,144550,145032
2038589,145254,145736
2043424,145597,146080
2044971,145702,146188
2047773,145901,146389
2050789,146105,146596
2057764,146605,147097
2062862,146963,147456
2066856,147247,147742
2075167,147835,148331
2079085,148106,148604
2082745,148361,148861
2089690,148845,149346
2096618,149347,149849
2102938,149784,150287
2105686,149978,150483
2112746,150467,150973
2119403,150942,151449
2125876,151392,151900
2129371,151638,152148
2135229,152058,152570
2142208,152555,153068
2149153,153052,153566
2152712,153302,153818
2156788,153585,154103
2160577,153851,154371
2167447,154348,154869
2174368,154840,155362
2178241,155116,155640
2184993,155592,156117
2194999,156291,156816
2201769,156759,157285
2208525,157241,157768
2214307,157647,158175
2216214,157780,158311
2220004,158042,158575
2230006,158735,159268
2236916,159215,159749
