sum_response_time,number_of_received_responses,number_of_sent_requests
6969,486,488
13892,968,971
20856,1447,1451
27835,1937,1942
34800,2425,2431
41748,2941,2948
48506,3453,3461
55012,3937,3946
58962,4224,4235
66524,4789,4800
68904,4973,4987
73358,5293,5309
80254,5785,5802
81744,5896,5915
91047,6553,6573
96007,6900,6921
104847,7526,7548
111602,8012,8035
115391,8294,8319
121614,8763,8789
122783,8850,8879
129593,9315,9345
136353,9792,9823
139750,10047,10080
143705,10340,10375
153698,11096,11131
157776,11390,11426
164826,11916,11953
171337,12402,12441
172316,12478,12519
178828,12943,12986
185746,13432,13476
192707,13921,13966
197038,14233,14279
201096,14518,14566
205445,14819,14869
211504,15244,15295
217809,15704,15757
224618,16199,16253
230577,16617,16672
238517,17167,17223
245336,17641,17698
251557,18078,18136
255895,18375,18435
265905,19072,19132
272692,19545,19606
274885,19704,19767
279514,20051,20116
283836,20361,20428
287636,20643,20711
293416,21073,21143
297898,21408,21480
301947,21708,21782
307443,22123,22198
309367,22253,22331
313130,22527,22607
323134,23258,23338
324596,23364,23446
332988,23960,24043
337425,24296,24381
345106,24864,24949
348110,25088,25176
353235,25465,25554
361793,26073,26163
367266,26456,26547
370143,26652,26745
373561,26892,26987
375514,27030,27128
378409,27228,27328
381821,27476,27578
388175,27914,28018
398170,28593,28697
404939,29071,29176
409153,29370,29476
415645,29823,29931
420150,30132,30241
427079,30619,30729
433327,31055,31167
438153,31391,31504
441477,31634,31749
445778,31936,32053
449249,32187,32306
455129,32601,32722
458819,32857,32979
465554,33335,33459
472398,33825,33950
476141,34098,34225
483058,34596,34724
486633,34847,34977
493137,35312,35443
500336,35854,35986
509703,36554,36686
517191,37111,37244
521906,37455,37589
527867,37879,38015
534857,38393,38530
542712,38973,39110
545447,39163,39303
553537,39739,39879
562425,40363,40504
572409,41048,41189
579327,41543,41685
581499,41696,41840
586500,42048,42194
593427,42528,42675
596262,42724,42873
603972,43271,43421
607813,43541,43693
612075,43843,43996
621627,44431,44585
625342,44693,44849
633187,45242,45398
640698,45772,45929
643060,45956,46115
646509,46207,46369
650417,46505,46669
654128,46816,46982
659960,47299,47466
664090,47635,47804
668748,47958,48129
675496,48432,48604
680576,48781,48954
689050,49362,49536
696052,49854,50029
703044,50345,50521
710010,50832,51009
714532,51151,51329
720731,51612,51792
724596,51880,52062
734599,52583,52765
736779,52738,52922
743030,53178,53363
749570,53622,53808
753824,53929,54117
762490,54656,54845
769352,55232,55422
776312,55797,55988
780047,56063,56256
787973,56648,56841
790544,56828,57024
796086,57216,57413
798206,57371,57571
804761,57819,58020
808798,58110,58313
813625,58449,58653
822469,59127,59332
826919,59447,59653
832363,59837,60045
836967,60151,60361
843957,60663,60874
849137,61044,61256
854773,61453,61667
859093,61758,61973
865568,62244,62460
872281,62750,62968
878397,63191,63410
880081,63311,63533
884472,63611,63834
893789,64271,64495
900582,64756,64981
910592,65466,65691
920588,66165,66390
924205,66424,66651
927960,66683,66912
934775,67175,67405
941671,67658,67889
945424,67924,68156
946850,68030,68265
950022,68274,68512
953701,68546,68786
963705,69299,69539
971057,69823,70063
977456,70273,70515
987452,71011,71253
994217,71513,71756
999382,71903,72147
1004850,72274,72520
1011832,72757,73004
1021716,73462,73709
1025301,73716,73965
1032417,74226,74476
1035969,74501,74753
1039350,74750,75004
1042298,74954,75210
1048560,75396,75653
1054019,75793,76052
1057944,76089,76350
1067946,76815,77076
1071567,77074,77337
1078366,77551,77815
1086990,78165,78429
1095010,78741,79006
1102053,79245,79511
1105810,79517,79785
1112812,80029,80298
1119701,80519,80789
1123502,80802,81074
1131680,81422,81694
1140345,82087,82360
1147290,82608,82882
1157156,83279,83553
1159214,83429,83705
1167476,84004,84281
1169802,84171,84450
1176291,84615,84895
1180292,84896,85178
1182230,85033,85318
1189033,85492,85778
1194243,85867,86154
1199771,86254,86543
1204368,86588,86878
1210465,87002,87294
1215562,87344,87637
1218868,87570,87865
1224652,87972,88269
1228530,88248,88546
1229114,88288,88590
1232883,88566,88870
1242890,89285,89589
1251607,89904,90208
1256403,90247,90553
1257246,90307,90616
1264027,90790,91100
1270902,91267,91578
1274732,91553,91866
1281566,92028,92342
1288025,92481,92796
1292369,92786,93103
1296149,93044,93363
1302375,93472,93792
1307465,93840,94161
1311527,94145,94468
1315232,94409,94734
1321054,94802,95129
1324172,95020,95349
1328486,95314,95645
1332279,95585,95918
1333505,95672,96007
1336886,95906,96244
1340742,96179,96519
1348366,96737,97077
1354678,97171,97513
1364674,97864,98206
1374671,98576,98918
1376875,98739,99083
1379079,98901,99248
1385952,99434,99782
1392744,99941,100290
1399315,100418,100768
1406495,100924,101275
1413454,101416,101768
