sum_response_time,number_of_received_responses,number_of_sent_requests
9999,694,695
16928,1172,1174
23693,1646,1649
30600,2137,2141
34220,2391,2397
37846,2660,2668
42525,2997,3006
48502,3436,3447
52047,3697,3710
59141,4238,4252
66004,4741,4756
71139,5098,5114
74666,5345,5363
80515,5781,5801
87520,6266,6287
97513,6959,6980
101106,7212,7235
104965,7482,7507
108641,7743,7770
115409,8259,8287
122292,8760,8789
129969,9306,9335
139058,9927,9957
145850,10427,10458
152602,10939,10971
162606,11700,11732
169528,12204,12237
173394,12503,12537
180187,13009,13045
187146,13515,13552
194075,14013,14051
197483,14258,14298
198708,14343,14386
205639,14822,14866
212622,15299,15344
222636,16002,16047
232628,16695,16740
241894,17360,17405
245418,17616,17663
249003,17856,17905
253795,18189,18240
257575,18449,18502
261433,18721,18775
267629,19153,19209
271588,19422,19480
279045,19955,20013
283813,20296,20356
292291,20912,20973
297013,21234,21296
302974,21680,21744
309886,22193,22258
316788,22705,22771
323589,23200,23267
328647,23585,23653
332353,23850,23920
337734,24246,24318
344494,24734,24807
346065,24844,24919
348767,25033,25111
352431,25312,25392
359409,25827,25908
369415,26575,26656
376328,27077,27159
381013,27404,27487
390266,28044,28128
397017,28552,28637
407008,29270,29355
408812,29400,29487
411265,29580,29670
418149,30066,30157
422014,30343,30436
428769,30796,30890
429423,30845,30941
435721,31289,31387
440006,31599,31699
449673,32271,32371
453791,32552,32654
460780,33050,33153
462859,33195,33300
465261,33364,33472
472263,33858,33967
479246,34357,34467
483003,34613,34725
483690,34661,34775
490333,35129,35245
497147,35620,35737
501078,35909,36028
505055,36198,36319
512079,36703,36824
514868,36909,37033
522216,37459,37584
523477,37552,37679
533181,38269,38397
541474,38855,38983
545453,39138,39268
550624,39517,39649
560608,40251,40383
567364,40752,40885
574241,41234,41368
581153,41717,41852
588145,42205,42341
595094,42704,42841
603813,43318,43455
605495,43440,43580
611223,43851,43992
619088,44395,44537
625841,44880,45023
631587,45290,45434
636664,45673,45819
640333,45949,46096
645112,46283,46432
650998,46704,46855
654608,46957,47110
656665,47125,47280
662207,47526,47683
663125,47594,47754
666999,47918,48080
673862,48489,48652
681267,49115,49278
685766,49419,49584
687921,49565,49733
694677,50028,50197
695873,50110,50281
702294,50560,50733
709131,51040,51214
711927,51237,51413
715873,51509,51687
721269,51909,52088
723869,52092,52274
728694,52431,52614
734439,52842,53027
741391,53326,53512
748165,53784,53971
754999,54298,54486
761763,54868,55057
768707,55447,55637
774743,55950,56141
777476,56139,56332
782892,56533,56728
786615,56793,56990
795020,57385,57582
802794,57935,58133
810231,58452,58651
812511,58611,58812
817697,58981,59184
824653,59519,59723
828052,59763,59969
833246,60134,60341
837274,60414,60623
842539,60804,61015
850928,61424,61635
856293,61834,62047
860681,62159,62373
863585,62375,62592
868978,62783,63001
874803,63205,63424
879062,63312,63533
884988,63740,63962
891660,64207,64431
898445,64682,64907
902390,64969,65196
907150,65300,65528
916179,65945,66174
919957,66214,66445
926915,66704,66936
933912,67188,67421
943913,67897,68130
946205,68065,68300
951402,68471,68708
952118,68526,68766
962104,69281,69521
968343,69726,69967
976001,70261,70503
982822,70762,71005
986611,71045,71290
990964,71372,71618
1000210,72009,72256
1002083,72134,72383
1007657,72530,72781
1012137,72848,73100
1018260,73294,73548
1024473,73780,74035
1026409,73918,74175
1033161,74403,74661
1039852,74870,75129
1045830,75310,75571
1050183,75623,75886
1057514,76163,76426
1063892,76602,76867
1070680,77068,77334
1077660,77562,77829
1083100,77949,78217
1088816,78362,78631
1093856,78736,79007
1098873,79099,79372
1105654,79576,79850
1112564,80089,80364
1117668,80480,80756
1126255,81137,81414
1129836,81407,81686
1136827,81896,82176
1140746,82168,82450
1147693,82643,82926
1151771,82945,83229
1157543,83346,83632
1162214,83664,83952
1165384,83879,84169
1168796,84121,84413
1173209,84445,84739
1180070,84940,85235
1184659,85276,85572
1188902,85573,85871
1193096,85866,86166
1201660,86451,86752
1208484,86928,87230
1215291,87399,87702
1222033,87876,88180
1222709,87922,88228
1229588,88417,88725
1236360,88903,89212
1243183,89374,89684
1246991,89639,89951
1253914,90135,90448
1257560,90383,90698
1258708,90460,90777
1264999,90903,91222
1271733,91368,91688
1281733,92069,92389
1285613,92337,92659
1291519,92738,93061
1296249,93076,93401
1303224,93583,93908
1310016,94069,94396
1320031,94756,95083
1323004,94966,95295
1327790,95296,95627
1330338,95477,95810
1332863,95657,95992
1342091,96285,96621
1345923,96552,96890
1352683,97049,97388
1358977,97499,97839
1360215,97588,97931
1370224,98303,98646
1377130,98816,99160
1384090,99341,99686
1387773,99626,99973
1394674,100140,100488
1401309,100624,100973
1405461,100924,101275
1407965,101099,101452
1412928,101457,101812
1419754,101944,102300
1426549,102410,102767
1434378,102973,103330
1440136,103363,103722
1446885,103832,104192
1450508,104081,104443
1457502,104562,104925
1465278,105130,105493
1471172,105545,105910
1474847,105809,106176
1481765,106296,106664
1488578,106770,107139
1496461,107319,107688
1505335,107922,108292
1511913,108387,108758
1516248,108707,109080
1525068,109341,109714
1530203,109712,110087
1540209,110419,110794
1547085,110888,111264
1555815,111512,111888
1564052,112090,112467
1574058,112802,113179
1584060,113514,113891
1590868,113995,114373
1597764,114468,114847
1604760,114948,115328
1613683,115590,115970
1618153,115903,116285
1622252,116189,116572
1628992,116663,117048
1635852,117142,117528
1642716,117624,118011
1648988,118053,118441
1656413,118579,118968
1666420,119291,119680
1673269,119776,120166
1680179,120260,120651
1687120,120755,121147
1697124,121465,121857
1707133,122171,122563
1713918,122652,123045
1723906,123360,123753
1730780,123838,124232
1740770,124539,124933
1750793,125252,125646
1760691,125965,126359
1764525,126228,126624
1774513,126953,127349
1778170,127209,127606
1783040,127563,127962
1788080,127911,128312
1792358,128210,128613
1796116,128471,128876
1801435,128831,129237
1803351,128970,129379
1809638,129419,129829
1813189,129668,130080
1820351,130168,130581
1827920,130692,131106
1831980,130976,131391
1838779,131441,131858
1845583,131909,132327
1850341,132237,132656
1858561,132813,133233
1865560,133318,133739
1869187,133581,134004
1872786,133840,134265
1874770,133983,134410
1877795,134201,134631
1882242,134509,134941
1885959,134771,135205
1892817,135257,135692
1899799,135741,136177
1909809,136437,136873
1913538,136698,137136
1923542,137410,137848
1930534,137890,138329
1940531,138598,139037
1947338,139081,139521
1957337,139771,140211
1964326,140268,140709
1971182,140754,141196
1978050,141250,141693
1988045,141953,142396
1998045,142648,143091
2005021,143138,143582
2009072,143437,143882
2015704,143915,144362
2019799,144198,144646
2026385,144658,145108
2033237,145122,145573
2040172,145624,146076
2044102,145894,146348
2054106,146595,147049
2060776,147063,147518
2067923,147581,148037
2074915,148088,148545
2081872,148580,149038
2086111,148873,149332
2088134,149007,149469
2093266,149371,149834
2097956,149704,150169
2100990,149913,150380
2106708,150317,150786
2111031,150607,151078
2115740,150940,151412
2121293,151337,151811
2125322,151613,152089
2135323,152310,152786
2139850,152628,153105
2145986,153061,153540
2152836,153544,154024
2156571,153811,154292
2163534,154296,154779
2168901,154662,155146
2174119,155017,155503
2182787,155631,156117
2188041,156006,156494
2195912,156571,157059
2198810,156784,157275
2208818,157496,157987
2218818,158205,158696
2222487,158460,158953
2229402,158940,159434
2233240,159206,159702
2235967,159402,159900
2240289,159703,160203
2245783,160084,160585
2254730,160714,161216
2264726,161422,161924
2269768,161778,162281
2278506,162401,162905
2285450,162885,163390
2295470,163580,164085
2299230,163837,164343
2308589,164478,164985
2312658,164765,165274
2314359,164886,165397
2323209,165509,166021
2327100,165789,166303
2335410,166381,166895
2342990,166917,167432
2350887,167471,167987
2354679,167733,168250
2361653,168230,168749
2371650,168928,169447
2381644,169634,170153
2391651,170349,170868
2398553,170842,171362
2405533,171320,171841
2412357,171790,172312
2416043,172052,172576
2426038,172746,173270
2429775,173013,173539
2431790,173157,173685
2437149,173545,174075
2443980,174023,174554
2446233,174174,174707
2452625,174621,175155
2458485,175033,175569
2465230,175502,176039
2473671,176106,176643
2475962,176270,176810
2479902,176541,177082
2486560,177008,177551
2490456,177282,177827
2497392,177773,178318
2503771,178231,178778
2511065,178753,179301
2515736,179081,179630
2519686,179361,179912
2525460,179780,180333
2532267,180268,180822
2539641,180786,181340
2546701,181284,181839
2552867,181704,182261
2559851,182207,182765
2563578,182465,183025
2565889,182634,183196
2573223,183169,183732
2577688,183484,184049
2581648,183756,184323
2585272,184002,184571
2592022,184482,185052
2595879,184754,185326
2602839,185241,185814
2606675,185504,186079
2610854,185785,186361
2615318,186110,186688
2617720,186283,186864
2621768,186573,187156
2628525,187052,187636
2633504,187408,187993
2639160,187801,188388
2646002,188286,188874
2652915,188769,189358
2659707,189244,189834
2662373,189431,190023
2667374,189772,190366
2675366,190326,190920
2677838,190505,191102
2678757,190572,191172
2686667,191125,191725
2692002,191510,192112
2695910,191794,192398
2702755,192263,192867
2709447,192751,193357
2719444,193447,194053
2726217,193925,194532
2729981,194184,194793
2736928,194674,195284
2743846,195156,195767
2745859,195300,195913
2754616,195898,196512
2761601,196386,197001
2771599,197102,197717
2775452,197376,197993
2782306,197867,198485
2787434,198224,198843
2796038,198833,199453
2801519,199229,199850
2803809,199394,200018
2807893,199683,200308
2811136,199906,200534
2815276,200199,200829
2820108,200543,201174
2825969,200959,201592
