sum_response_time,number_of_received_responses,number_of_sent_requests
4610,325,327
7765,544,548
11441,805,811
19843,1397,1404
24751,1752,1761
31569,2257,2267
38487,2766,2777
43724,3165,3177
49121,3548,3562
59124,4298,4312
66038,4861,4876
72787,5336,5352
77313,5663,5680
83994,6151,6169
87294,6379,6399
91409,6662,6684
93092,6778,6803
97750,7099,7126
102164,7427,7456
106977,7785,7815
110544,8051,8083
116513,8472,8506
120080,8718,8754
125249,9096,9133
133964,9758,9796
135127,9853,9893
141614,10326,10368
145558,10618,10661
153239,11183,11227
159068,11608,11654
163004,11892,11940
166756,12155,12205
173663,12642,12693
177940,12938,12990
181236,13169,13224
188097,13656,13712
194961,14140,14197
198771,14419,14478
205741,14912,14972
211310,15312,15373
215864,15623,15686
221038,15984,16048
225009,16266,16332
232967,16821,16888
237470,17131,17200
244346,17622,17692
254354,18335,18405
261986,18878,18948
268207,19323,19395
272527,19651,19724
277738,20035,20110
279173,20144,20222
283062,20429,20509
288493,20837,20918
290458,20980,21064
297412,21485,21570
304377,21986,22072
311225,22469,22556
314985,22727,22816
324965,23479,23568
328259,23732,23823
329645,23835,23928
333085,24086,24182
341516,24680,24776
349852,25249,25346
351254,25349,25448
357527,25793,25894
364360,26292,26394
374353,27009,27111
383838,27690,27792
391232,28203,28306
397532,28643,28747
401532,28928,29034
405668,29219,29327
409475,29483,29593
416896,29996,30106
421514,30311,30423
430056,30915,31028
437045,31277,31391
441776,31619,31734
447147,32003,32120
451392,32301,32420
455170,32569,32690
456996,32698,32821
465638,33304,33428
472441,33795,33920
479393,34287,34413
486297,34789,34916
490178,35064,35193
493517,35305,35436
500012,35798,35930
503667,36065,36199
508041,36397,36533
514848,36879,37016
524844,37585,37722
527343,37760,37899
532190,38128,38269
535855,38400,38543
545852,39110,39253
555852,39803,39946
559884,40085,40229
569561,40772,40917
576497,41251,41397
586420,41956,42102
593337,42441,42588
598038,42769,42917
601555,43024,43174
604820,43262,43414
608151,43498,43653
614925,43989,44145
624563,44664,44820
629584,45022,45179
637010,45545,45703
637526,45584,45745
639728,45747,45911
643601,46034,46200
647404,46353,46521
656698,47129,47297
661292,47488,47658
666748,47856,48027
675210,48444,48616
679743,48748,48921
685933,49178,49352
689262,49412,49589
693110,49682,49861
699374,50124,50304
701296,50263,50445
704145,50474,50659
711196,50969,51155
718077,51453,51640
727598,52130,52317
734019,52587,52775
738656,52905,53095
746895,53495,53685
751511,53885,54077
755411,54211,54405
760302,54603,54799
765268,54957,55154
771953,55450,55648
774014,55599,55800
778486,55907,56110
785479,56397,56601
792571,56887,57091
799207,57365,57571
803929,57695,57902
809548,58123,58332
819568,58822,59031
829560,59526,59735
836338,60003,60213
843274,60516,60727
851554,61127,61338
854792,61376,61589
858604,61661,61876
864781,62121,62338
871636,62634,62852
875308,62893,63113
882296,63607,63828
886089,63894,64117
891239,64251,64475
892666,64351,64578
899164,64804,65032
904344,65169,65399
908930,65499,65730
914823,65914,66147
921097,66362,66596
924488,66595,66831
928517,66889,67127
933218,67230,67470
937528,67560,67801
943731,68018,68261
948701,68395,68639
954453,68809,69055
961212,69284,69531
968165,69799,70047
972473,70124,70373
975807,70371,70623
979695,70638,70892
983321,70904,71160
990258,71394,71651
996616,71835,72093
1003977,72367,72626
1010766,72896,73156
1014366,73170,73432
1016592,73331,73595
1023633,73835,74100
1028848,74230,74497
1034244,74704,74972
1039696,75102,75372
1047125,75625,75895
1053451,76075,76347
1060332,76563,76836
1062589,76724,76999
1067955,77114,77391
1073237,77509,77787
1080824,78055,78334
1085376,78385,78666
