sum_response_time,number_of_received_responses,number_of_sent_requests
9996,698,699
15259,1066,1068
17591,1231,1236
23832,1667,1673
31208,2197,2204
35815,2539,2547
45009,3212,3221
51935,3735,3745
55690,3996,4008
65682,4747,4759
69283,4999,5013
76252,5486,5501
86250,6207,6222
90639,6536,6552
95369,6859,6877
101028,7247,7266
107476,7703,7724
117489,8405,8426
124465,8912,8934
134464,9672,9694
144457,10408,10430
149270,10750,10773
158211,11365,11389
159884,11490,11516
167897,12096,12123
172796,12461,12490
179763,12970,13000
188852,13651,13681
191236,13828,13860
200290,14495,14528
204129,14769,14804
211108,15266,15302
217916,15746,15783
224783,16210,16248
229864,16559,16598
234481,16891,16932
239519,17204,17246
245691,17641,17685
252518,18115,18160
257907,18500,18546
261552,18758,18806
268338,19227,19276
273794,19630,19681
276878,19844,19897
281478,20160,20215
291483,20860,20915
299820,21451,21506
302949,21673,21730
312304,22347,22405
319112,22853,22912
324976,23285,23345
329914,23652,23713
331697,23783,23847
335515,24075,24141
340457,24405,24473
344362,24689,24758
348122,24960,25031
354796,25435,25508
358510,25690,25765
366556,26289,26364
373232,26782,26858
379215,27224,27302
384201,27582,27661
390669,28031,28111
395329,28360,28442
400867,28761,28845
404560,29020,29106
411509,29519,29606
416593,29884,29972
422033,30274,30364
432035,30971,31061
436856,31296,31387
445420,31924,32016
446228,31982,32077
450148,32263,32359
456408,32707,32805
463657,33211,33310
470650,33704,33804
476735,34127,34228
478813,34277,34380
487602,34890,34994
492547,35248,35353
495364,35448,35556
500773,35827,35936
502907,35985,36097
509362,36448,36561
516515,36957,37071
526508,37685,37799
533261,38167,38282
534725,38272,38389
539766,38649,38768
544064,38959,39080
548634,39299,39421
554727,39729,39853
560100,40110,40235
563335,40355,40482
569048,40769,40898
572675,41043,41174
579602,41532,41664
583611,41811,41944
591615,42376,42510
598006,42824,42959
600926,43032,43170
604501,43289,43429
614488,43991,44131
618683,44276,44417
628195,44939,45081
634353,45382,45525
638760,45715,45860
642351,45987,46134
648672,46431,46579
655955,46945,47094
662780,47423,47573
664627,47562,47714
667187,47747,47901
674012,48281,48437
674855,48352,48511
678742,48677,48838
687301,49391,49552
692334,49743,49906
701395,50373,50536
703644,50526,50691
704585,50593,50761
710333,50990,51160
720340,51696,51866
724107,51959,52131
726939,52160,52334
731168,52476,52652
734990,52749,52927
739926,53092,53271
748797,53725,53905
758800,54441,54621
765587,54896,55077
770562,55265,55447
776205,55738,55922
782991,56302,56487
788834,56785,56971
793377,57098,57286
799328,57526,57715
803706,57833,58024
810950,58338,58530
817732,58816,59009
821492,59073,59268
826636,59443,59639
830043,59684,59882
832623,59878,60079
837977,60259,60461
840057,60410,60615
850062,61118,61323
857000,61636,61842
865301,62242,62448
870937,62648,62856
872436,62761,62971
875560,62994,63207
882511,63513,63727
892494,64245,64459
899505,64746,64961
903158,64993,65210
904859,65111,65330
910874,65525,65746
916167,65902,66124
918721,66086,66311
925932,66593,66818
931141,66963,67190
938945,67495,67723
941214,67653,67883
946852,68051,68283
950651,68334,68568
954249,68615,68851
957908,68885,69123
965127,69427,69666
972063,69926,70166
982064,70628,70868
985843,70902,71144
990439,71246,71489
996684,71713,71958
1001593,72061,72307
1007482,72468,72715
1010972,72716,72966
1012944,72851,73103
1018549,73265,73519
1022079,73539,73795
1028870,74037,74294
1033999,74403,74661
1042971,75034,75293
1048476,75451,75711
1056717,76046,76307
1065137,76650,76911
1068778,76903,77166
1074359,77284,77549
1083003,77886,78151
1088301,78269,78536
