sum_response_time,number_of_received_responses,number_of_sent_requests
4585,321,323
10522,737,741
20344,1417,1421
26186,1821,1826
34331,2401,2407
41280,2917,2924
48207,3416,3424
53459,3802,3811
58881,4183,4194
65513,4671,4683
69470,5007,5021
76221,5482,5497
83501,6005,6020
89862,6473,6490
99881,7173,7190
106868,7667,7685
113858,8162,8181
120797,8654,8674
127603,9146,9167
134365,9654,9676
144359,10387,10409
151329,10869,10892
154880,11119,11144
158134,11363,11390
162169,11673,11702
166132,11970,12001
172896,12480,12512
175876,12702,12736
183638,13274,13309
188712,13653,13689
194507,14064,14102
199152,14391,14430
203400,14685,14726
205992,14860,14903
212276,15290,15335
215687,15536,15583
222557,16012,16060
226804,16323,16373
228719,16458,16510
235900,16968,17021
241130,17331,17386
249440,17903,17958
256155,18385,18441
257774,18500,18559
262311,18814,18875
269321,19309,19371
276135,19807,19870
277488,19904,19969
283640,20358,20425
290611,20876,20944
293457,21087,21157
298341,21451,21522
302071,21716,21790
305645,21987,22063
310629,22334,22411
316078,22730,22809
326081,23462,23541
327554,23569,23650
333636,23998,24081
343648,24747,24830
353639,25490,25573
357600,25781,25866
365836,26375,26460
371233,26752,26839
379717,27346,27433
381628,27488,27578
385704,27782,27873
393141,28315,28407
399307,28746,28840
406290,29251,29346
410141,29520,29617
416918,29992,30090
417431,30029,30130
424205,30499,30601
431025,30985,31088
435680,31301,31405
439557,31576,31682
443916,31879,31987
449165,32247,32357
453008,32520,32632
457520,32834,32947
463599,33269,33384
467238,33518,33635
473680,33962,34080
478251,34276,34396
482185,34563,34685
487290,34931,35054
492766,35343,35468
499540,35828,35954
505954,36291,36418
508577,36485,36614
513586,36852,36983
516063,37037,37170
521357,37405,37539
526789,37785,37921
532017,38163,38301
541136,38838,38976
542690,38953,39094
549663,39453,39595
556478,39926,40069
563436,40410,40554
570355,40904,41049
578965,41507,41652
581799,41708,41855
590759,42344,42492
595849,42687,42836
600055,42991,43142
605027,43342,43495
608591,43612,43767
613668,43987,44143
619054,44370,44528
624853,44777,44936
632672,45322,45482
634366,45452,45614
637165,45653,45817
642048,46020,46186
647020,46435,46603
654670,47074,47243
658372,47362,47533
662014,47614,47787
667671,48011,48185
672464,48360,48536
679202,48816,48993
686042,49301,49479
692854,49775,49954
697742,50109,50289
701925,50409,50591
705196,50653,50837
710605,51043,51229
715953,51413,51600
721365,51798,51987
725197,52071,52262
732132,52552,52744
738997,53078,53271
748999,53912,54105
753290,54273,54467
758831,54728,54924
762168,54959,55157
768351,55419,55618
773951,55810,56011
778314,56113,56315
784915,56577,56781
791673,57063,57268
793897,57225,57432
799063,57593,57802
806012,58126,58336
814205,58707,58917
819659,59096,59308
829664,59803,60015
835933,60271,60484
841595,60691,60905
847219,61097,61313
851115,61381,61599
861114,62133,62351
868017,62650,62869
870298,62817,63038
873277,63046,63269
878644,63376,63601
880623,63520,63747
886381,63925,64154
893173,64410,64640
900006,64885,65116
909996,65594,65825
915647,65998,66230
917057,66094,66329
923173,66515,66751
931347,67097,67334
933678,67262,67501
942138,67929,68169
948953,68430,68671
955784,68951,69193
958123,69122,69366
963609,69507,69753
967520,69798,70046
971100,70062,70312
976229,70449,70700
979689,70686,70939
983052,70923,71178
989548,71381,71638
996018,71835,72093
1001768,72240,72499
1009921,72881,73141
1013685,73170,73432
1023690,73887,74149
1033693,74601,74863
1037513,74886,75150
1044502,75390,75655
1051250,75884,76150
1056386,76240,76507
1061902,76623,76892
1071906,77331,77600
1077643,77740,78010
1082475,78092,78364
1089420,78605,78878
1093101,78872,79147
1099902,79354,79630
1106808,79865,80142
1111872,80247,80525
1114484,80438,80719
1118259,80723,81006
1124944,81177,81461
1125870,81242,81529
1135868,81935,82222
1143056,82458,82745
1147973,82798,83087
1153713,83202,83493
1157598,83469,83761
1164224,83926,84220
1172491,84527,84821
1177939,84919,85215
1184902,85422,85719
1189909,85762,86060
1195670,86161,86461
1203471,86701,87001
1205892,86875,87178
1213317,87390,87694
1217749,87698,88003
1227242,88377,88683
1236273,89024,89330
1237744,89130,89439
1244699,89606,89916
1248607,89888,90200
1258618,90603,90915
1265518,91086,91399
1269361,91372,91687
1276341,91859,92175
1280149,92119,92437
1286924,92592,92911
1289957,92797,93118
1294495,93105,93428
1300032,93502,93826
1303994,93784,94110
1310806,94262,94589
1314272,94503,94832
1315266,94577,94909
1318800,94821,95155
1320922,94967,95303
1325504,95279,95617
1331312,95672,96012
1334333,95892,96234
1338864,96209,96553
1342796,96484,96830
1346712,96756,97104
1350504,97022,97371
1357422,97525,97876
1364098,98026,98378
1368019,98330,98684
1377118,99016,99370
1381737,99361,99717
1382627,99425,99784
1392630,100116,100475
1402624,100834,101193
1407453,101171,101531
1410563,101388,101750
1411781,101476,101841
1414974,101699,102066
1421497,102165,102534
1431503,102859,103228
1438263,103328,103698
1442209,103617,103988
1448983,104088,104461
1456752,104649,105022
1465936,105291,105665
1472916,105773,106148
1480151,106284,106659
1489913,106941,107317
1495997,107375,107752
1503742,107937,108315
1510558,108424,108803
1517330,108908,109288
1524084,109387,109768
1530640,109844,110226
1534331,110110,110494
1538489,110403,110789
1542567,110685,111072
1549171,111158,111547
1556127,111658,112048
1562878,112123,112514
1569631,112591,112983
1574385,112931,113324
1580245,113347,113742
1583952,113609,114006
1587523,113857,114256
1593739,114298,114698
1598365,114627,115029
1605296,115108,115511
1615283,115800,116203
1623654,116396,116799
1627653,116685,117090
1632921,117049,117456
1639860,117528,117936
1646733,118006,118415
1652355,118402,118812
1660517,118975,119386
1663279,119175,119588
1667239,119451,119866
1671434,119753,120170
1681436,120471,120888
1685280,120743,121162
1695277,121446,121865
1702160,121947,122367
1705886,122208,122629
1712655,122701,123124
1718840,123142,123566
1720303,123243,123670
1727011,123703,124131
1731044,123975,124405
1738035,124458,124889
1743799,124875,125307
1748713,125225,125659
1753670,125577,126012
1756106,125744,126182
1761579,126122,126561
1764181,126305,126746
1770794,126759,127202
1780790,127449,127892
1786293,127834,128278
1788571,127996,128442
1798266,128695,129142
1802086,128964,129413
1808877,129455,129905
1816902,130041,130491
1825780,130663,131114
1832709,131158,131610
1839666,131647,132100
1849682,132332,132785
1851658,132471,132926
1854352,132660,133118
1858648,132958,133417
1861660,133173,133635
1871664,133882,134344
1878468,134359,134822
1888467,135036,135499
1894873,135492,135956
1902140,136003,136468
1909134,136502,136968
1914920,136900,137367
1921380,137351,137819
1926712,137732,138202
1931873,138104,138575
1932497,138148,138622
1937999,138538,139014
1944778,139012,139488
1954756,139688,140165
1964763,140408,140885
1967493,140597,141076
1969119,140706,141188
1979110,141402,141884
1986059,141889,142372
1996054,142613,143096
2002903,143092,143576
2009717,143583,144068
2016689,144068,144554
2020481,144340,144828
2030480,145038,145526
2037448,145526,146015
2044280,145996,146486
2051671,146504,146994
2057939,146953,147445
2064759,147429,147922
2071660,147916,148410
2075445,148185,148681
2082220,148657,149154
2092189,149352,149849
2098972,149823,150321
2105856,150321,150820
2109611,150575,151076
2115003,150954,151456
2120540,151326,151829
2125415,151667,152172
2129422,151958,152465
2134739,152342,152851
2138412,152606,153117
2143285,152961,153473
2145238,153105,153620
2152650,153629,154145
2154333,153757,154275
2158605,154059,154579
2160627,154205,154728
2168898,154792,155315
2175160,155238,155762
2181084,155656,156182
2184038,155864,156392
2188787,156186,156715
2192786,156472,157003
2196856,156752,157285
2203229,157197,157732
2207354,157487,158023
2214506,157988,158525
2217766,158225,158765
2223062,158597,159138
2228319,158968,159511
2235308,159449,159993
2239181,159726,160272
2244892,160135,160682
2247518,160309,160858
2251110,160576,161127
2256912,160988,161541
2262317,161375,161929
2264272,161515,162072
2268808,161834,162392
2274818,162259,162819
2284825,162957,163517
2291610,163424,163985
2298570,163915,164477
2308568,164599,165161
2316536,165171,165733
2325499,165809,166372
2335491,166517,167080
2339233,166780,167345
2344248,167130,167696
2349848,167527,168095
2355241,167910,168479
2360722,168297,168868
2370719,169006,169577
2376883,169440,170012
2381429,169757,170331
2387774,170205,170780
2391776,170488,171065
2394434,170678,171257
2399159,171015,171596
2405965,171495,172077
2409615,171746,172330
2416543,172223,172808
2422814,172674,173260
2427078,172981,173569
2434069,173483,174072
2439572,173870,174460
2444729,174235,174827
2451719,174741,175334
2452429,174792,175387
2452715,174812,175411
2458885,175250,175850
2462417,175498,176100
2465574,175705,176309
2471159,176091,176697
2474938,176360,176968
2484514,177051,177659
2488788,177347,177957
2498792,178047,178657
2505784,178516,179127
2511950,178942,179554
2518125,179373,179986
2521797,179631,180246
2530328,180236,180852
2533832,180490,181108
2538817,180843,181462
2547386,181459,182079
2551370,181737,182359
2561375,182438,183060
2568323,182914,183537
2578322,183617,184240
2585033,184091,184715
2587921,184297,184923
2595587,184850,185477
2602445,185344,185972
2612447,186062,186690
2622455,186777,187405
2629223,187252,187881
2636050,187735,188365
2645476,188396,189026
2647618,188547,189179
2653480,188966,189600
2657913,189267,189902
2667272,189934,190570
2674125,190422,191059
2684123,191110,191747
2689399,191473,192111
2691466,191625,192266
2701279,192327,192968
2706162,192676,193318
2709113,192877,193522
2715883,193345,193991
2719805,193619,194267
2729801,194336,194984
2736613,194817,195466
2743608,195293,195942
2747125,195539,196190
2753903,196013,196666
2763904,196724,197377
2770877,197211,197865
2777754,197696,198351
2781472,197954,198610
2785133,198212,198871
2789146,198492,199153
2793383,198789,199451
2796856,199032,199697
2803599,199506,200172
2810478,199998,200665
2815328,200338,201006
2821056,200740,201410
2831055,201456,202126
2841059,202173,202843
2846626,202570,203241
2848809,202726,203399
2856757,203285,203959
2862287,203678,204353
2869713,204200,204876
2875717,204626,205304
2882823,205135,205814
2889576,205616,206296
2896325,206076,206757
2906329,206785,207466
2916342,207491,208172
2920036,207743,208426
2926990,208232,208916
2933652,208685,209370
2937815,208973,209660
2944600,209435,210123
2952039,209967,210655
2961365,210629,211318
2965031,210899,211590
2971993,211382,212074
2978069,211817,212510
2985669,212348,213042
2992420,212816,213511
2996194,213086,213783
3003013,213570,214268
3012645,214252,214950
3016718,214530,215230
3023708,215027,215728
3033492,215722,216423
3037454,215998,216701
3045929,216598,217301
3050944,216950,217655
3057874,217429,218135
3067026,218082,218788
3073818,218566,219273
3081644,219128,219836
3088476,219608,220317
3098467,220316,221025
3104801,220760,221470
3108989,221059,221771
3117551,221674,222386
3122872,222049,222763
3127388,222378,223093
3133464,222813,223530
3137335,223085,223804
3144773,223603,224322
3148118,223839,224561
3155505,224347,225069
3158807,224576,225300
3165402,225032,225758
3170395,225388,226115
3174027,225638,226367
3182878,226273,227003
3189677,226748,227479
3196420,227224,227956
3203402,227715,228448
3213388,228418,229151
3220184,228898,229632
3225599,229277,230012
3229144,229524,230261
3232045,229740,230479
3237296,230104,230845
3240835,230344,231087
3247605,230821,231565
3255890,231401,232146
3262827,231891,232637
3271296,232490,233236
3276629,232862,233610
3285456,233486,234234
3290495,233830,234580
3293828,234056,234808
3298031,234356,235110
3306534,234943,235697
3309745,235168,235924
3317017,235669,236426
3322282,236038,236797
3326096,236311,237072
3332906,236796,237558
3342913,237486,238248
3349260,237936,238699
3356759,238470,239234
3363594,238950,239715
3365439,239080,239847
3374284,239707,240475
3384285,240391,241159
3391234,240871,241640
3397987,241341,242111
3401549,241590,242362
3411543,242303,243075
3415705,242596,243369
3417411,242714,243490
3422848,243094,243872
3426230,243330,244110
3432388,243755,244536
3435427,243971,244754
3441093,244367,245152
3448102,244868,245654
3458090,245571,246357
3465042,246076,246863
3470194,246449,247237
3474135,246721,247511
3476384,246874,247667
3480826,247185,247979
3488635,247744,248539
3493742,248101,248898
3500548,248575,249373
3504694,248869,249668
3514434,249546,250346
3518650,249850,250651
3522206,250100,250903
3528728,250553,251358
3532461,250806,251613
3536123,251059,251868
3542979,251538,252348
3549910,252023,252833
3556714,252511,253323
3566714,253225,254037
3571220,253547,254360
3574097,253738,254554
3578090,254020,254837
3582752,254349,255168
3588042,254712,255533
3592283,255010,255833
3601412,255659,256482
3606056,255989,256814
3613002,256483,257309
3619270,256927,257754
3626769,257451,258279
3636761,258164,258992
3640554,258432,259262
3647507,258929,259759
3653966,259389,260221
3656504,259570,260404
3664862,260161,260996
3668744,260425,261262
3675632,260902,261740
3682616,261382,262221
3689436,261852,262692
3695263,262262,263103
3703205,262833,263675
3706839,263078,263922
3716842,263764,264608
3721742,264114,264959
3730775,264760,265606
3736543,265167,266014
3741317,265485,266334
3748322,265973,266823
3755105,266459,267310
3758943,266735,267588
3763659,267068,267922
3769798,267509,268364
3775613,267925,268782
3779773,268216,269075
3781526,268347,269208
3786691,268715,269578
3794380,269268,270132
3800254,269678,270543
3801762,269781,270649
3811776,270489,271357
3818588,270968,271837
3825565,271462,272332
3835576,272174,273044
3837985,272347,273219
3845706,272881,273754
3853026,273390,274264
3859851,273868,274743
3869488,274522,275397
3873422,274805,275682
3878151,275133,276011
3881266,275351,276232
3891268,276068,276949
3898078,276555,277437
3908073,277240,278122
3911842,277496,278380
3918630,277970,278855
3928627,278682,279567
3935424,279156,280042
3942562,279648,280534
3949314,280129,281017
3953282,280413,281302
3957685,280726,281617
3963964,281162,282055
3972605,281776,282669
3976810,282067,282962
3984453,282607,283503
3991643,283123,284019
3998171,283588,284486
4005142,284091,284990
4012140,284581,285481
4015836,284852,285754
4022611,285318,286221
4026541,285601,286506
4035357,286217,287122
4043398,286782,287688
4047039,287045,287953
4054011,287537,288446
4057864,287807,288718
4067854,288510,289421
4077867,289203,290114
4084609,289686,290598
4088371,289955,290869
4098368,290655,291569
4105240,291138,292053
4112175,291630,292546
4116391,291921,292838
4122557,292351,293270
4126458,292635,293556
4133393,293127,294049
4140184,293605,294528
4144772,293931,294855
4149531,294270,295196
4154395,294608,295536
4161940,295141,296069
4165042,295363,296294
4168945,295641,296574
4178941,296340,297273
4185806,296829,297763
4192681,297310,298245
4202684,297991,298926
4212670,298678,299613
4219609,299160,300096
4223412,299422,300360
4227297,299699,300639
4233386,300126,301067
4235092,300243,301186
4238783,300494,301439
4244146,300873,301820
4248869,301202,302151
4255728,301677,302627
4262593,302171,303122
4267515,302515,303467
4276162,303126,304079
4282942,303594,304548
4286890,303867,304823
4296889,304579,305535
4306882,305288,306244
4312585,305694,306651
4320556,306263,307221
4330568,306950,307908
4337379,307432,308391
4347388,308133,309092
4354241,308612,309572
4357866,308867,309829
4367370,309532,310494
4374300,310016,310979
4379318,310368,311332
4386184,310841,311806
4392604,311289,312255
4395892,311513,312482
4397000,311584,312556
4400801,311853,312826
4404282,312095,313071
4411254,312600,313577
4418220,313089,314066
4424882,313567,314546
4428847,313843,314824
4438864,314547,315528
4448859,315247,316228
4455792,315728,316710
4462928,316249,317231
4469508,316699,317683
4474310,317049,318034
4479995,317454,318441
4489987,318166,319153
4496828,318644,319632
4502229,319021,320010
4510674,319615,320605
4515099,319922,320913
4522878,320471,321463
4529063,320904,321897
4538087,321535,322529
4545042,322016,323011
4551878,322493,323489
4555306,322738,323736
4559970,323067,324066
4563453,323311,324313
4568735,323696,324699
4569673,323763,324769
4576618,324254,325261
4581983,324632,325641
4591981,325341,326350
4599704,325877,326886
4603516,326143,327154
4606175,326336,327350
4610078,326621,327637
4616889,327098,328115
4620696,327363,328382
