sum_response_time,number_of_received_responses,number_of_sent_requests
6762,477,479
15226,1067,1069
20782,1460,1463
30396,2134,2138
37966,2665,2669
41978,2961,2967
48039,3411,3419
51958,3696,3706
58848,4170,4181
63266,4495,4507
65420,4648,4663
69832,4959,4976
76736,5453,5471
85839,6119,6137
87677,6248,6268
94014,6689,6711
97905,6967,6991
104833,7451,7476
108463,7709,7736
117892,8421,8448
123172,8814,8842
126815,9073,9103
132841,9487,9519
136346,9751,9785
143483,10293,10328
147359,10590,10627
155025,11151,11188
158111,11386,11426
165047,11893,11934
168652,12159,12202
172429,12435,12480
177271,12777,12823
183089,13181,13229
189845,13645,13694
191982,13787,13838
197368,14177,14230
205853,14964,15017
211091,15340,15395
218757,15894,15949
224896,16328,16385
228419,16576,16635
235562,17077,17137
238968,17317,17379
245390,17757,17820
247035,17867,17933
251222,18170,18237
259146,18733,18801
264520,19127,19197
273946,19808,19878
278412,20141,20213
285162,20642,20715
292032,21145,21219
296999,21502,21577
304323,22061,22137
307481,22285,22363
313115,22699,22779
316978,22969,23050
321481,23286,23369
328893,23806,23890
331382,23990,24076
341139,24714,24801
347926,25222,25310
356100,25817,25905
361635,26210,26300
366761,26565,26656
372285,26967,27060
376630,27283,27377
380907,27598,27694
382148,27694,27793
387549,28079,28180
394266,28547,28649
397708,28784,28888
398725,28854,28960
406097,29372,29479
412576,29838,29946
417644,30195,30305
426120,30788,30899
432888,31269,31381
439836,31757,31870
445836,32185,32299
453613,32731,32846
458438,33076,33192
461124,33269,33388
466554,33652,33772
471639,34006,34128
474520,34214,34338
479186,34544,34670
483076,34823,34951
489831,35304,35433
494643,35649,35779
500442,36080,36212
504221,36355,36489
511083,36867,37002
517869,37342,37478
523458,37733,37870
531466,38322,38460
541472,39059,39197
548268,39567,39706
555609,40084,40223
565221,40761,40901
570562,41142,41283
576952,41596,41738
578503,41710,41855
583434,42062,42209
591141,42614,42761
594869,42869,43018
600882,43292,43443
602523,43412,43565
608480,43850,44005
615426,44312,44468
619176,44576,44734
622953,44840,45000
628174,45199,45360
628721,45249,45413
634294,45650,45816
637796,45906,46074
642079,46265,46435
647950,46754,46925
649951,46922,47095
653328,47153,47329
657057,47414,47592
663845,47874,48053
667623,48120,48301
673386,48525,48707
675217,48653,48838
682175,49137,49323
688275,49572,49759
692613,49902,50091
696402,50168,50359
701122,50499,50691
709681,51115,51308
713712,51402,51597
720688,51866,52062
727619,52388,52585
734416,52955,53153
738158,53266,53466
746693,53984,54184
753764,54482,54683
758894,54860,55063
768902,55563,55766
777254,56148,56351
781911,56478,56683
786488,56806,57013
791822,57185,57393
795076,57412,57622
800754,57847,58059
810261,58518,58730
814497,58823,59037
818041,59074,59290
821789,59347,59565
827078,59737,59956
835726,60383,60603
840070,60700,60921
843171,60932,61155
846876,61204,61430
853636,61707,61934
860591,62220,62448
864198,62478,62708
871169,62979,63210
881165,63684,63915
891154,64401,64632
899013,64955,65186
905074,65395,65628
905806,65441,65676
909248,65686,65924
916149,66161,66400
923640,66700,66939
926902,66931,67173
929478,67132,67376
934675,67526,67771
940878,67994,68241
947650,68482,68730
951235,68738,68988
958053,69240,69491
967594,69950,70201
971652,70254,70507
975342,70518,70773
979146,70783,71040
985952,71267,71525
992931,71748,72007
999735,72238,72498
1006679,72780,73041
1010336,73060,73323
1014297,73340,73604
1016117,73469,73736
1018136,73618,73888
1022431,73929,74200
1030292,74498,74770
1038507,75056,75329
1045280,75548,75822
1050206,75899,76174
1052734,76082,76360
1054637,76220,76500
1061748,76755,77036
1067052,77127,77410
1073832,77607,77891
1080585,78094,78379
1088882,78727,79012
1092969,79027,79314
1101109,79641,79929
1104706,79887,80177
1114106,80544,80834
1115341,80628,80921
1118968,80894,81189
1127794,81510,81805
1135770,82059,82355
1141338,82443,82740
1146235,82786,83085
1151532,83163,83463
1156927,83552,83854
1161485,83882,84185
1165387,84150,84455
1171287,84565,84872
1175168,84828,85137
1178895,85099,85410
1185693,85569,85881
1187161,85673,85987
1193553,86134,86450
1202852,86806,87122
1210530,87348,87665
1214316,87618,87937
1220374,88061,88381
1228106,88611,88932
1231761,88862,89185
1236024,89165,89489
1237951,89295,89622
1244625,89763,90091
1250195,90154,90484
1253804,90407,90739
1260605,90865,91198
1263413,91074,91409
1271301,91651,91987
1277002,92053,92390
1280345,92278,92617
1282641,92451,92792
1288127,92833,93176
1289931,92977,93322
1293295,93207,93555
1297011,93458,93808
1298119,93532,93884
1304901,94019,94373
1311681,94496,94851
1314860,94712,95069
1319356,95031,95390
1320473,95111,95472
1327073,95600,95963
1331150,95909,96273
1337769,96411,96777
1347773,97154,97520
1354743,97644,98011
1358655,97925,98294
1365447,98406,98776
1369976,98720,99091
1373979,98998,99371
1379402,99401,99776
1386643,99903,100279
1390403,100174,100552
1394883,100484,100863
1398446,100732,101113
1407797,101402,101784
1414637,101873,102256
1418374,102143,102528
1425320,102632,103018
1435327,103326,103712
1439114,103595,103983
1442659,103834,104224
1446232,104085,104477
1452992,104571,104964
1459620,105051,105445
1463820,105350,105745
1473348,106026,106422
1477110,106291,106689
1483451,106743,107142
1490984,107274,107674
1500969,107983,108383
1507765,108467,108868
1511372,108725,109128
1517025,109106,109510
1520602,109351,109757
1524505,109634,110042
1529148,109960,110370
