sum_response_time,number_of_received_responses,number_of_sent_requests
9999,702,703
13578,952,955
20047,1406,1410
27398,1922,1927
32869,2317,2323
37853,2686,2694
41680,2974,2984
49349,3548,3558
52299,3753,3766
56792,4078,4092
59735,4305,4322
63687,4587,4606
70572,5077,5097
73269,5275,5297
79815,5732,5755
84853,6078,6103
91338,6536,6562
95471,6830,6858
99273,7099,7129
106262,7636,7667
110919,7988,8020
117068,8411,8445
127065,9105,9139
131579,9434,9469
137410,9871,9908
140697,10118,10157
141912,10207,10248
148644,10704,10747
155440,11215,11259
162215,11720,11765
165818,11969,12016
170658,12316,12364
173950,12546,12596
180106,12967,13019
186976,13425,13478
193843,13918,13972
198029,14213,14268
204407,14672,14729
206220,14805,14864
211610,15183,15244
214823,15406,15469
222279,15927,15991
231915,16615,16679
235679,16876,16942
236499,16934,17003
246484,17643,17712
251827,18025,18095
255148,18271,18343
261044,18705,18779
267989,19222,19297
272438,19549,19625
281842,20245,20322
291827,20974,21051
298614,21483,21561
301777,21713,21793
305651,21991,22073
309734,22295,22379
311919,22450,22536
315623,22720,22808
322138,23204,23293
325286,23429,23520
334846,24143,24235
338555,24416,24510
345501,24911,25006
355518,25605,25700
359849,25906,26002
366550,26387,26484
368514,26529,26629
373617,26879,26981
383620,27595,27697
387270,27847,27951
388211,27916,28023
391914,28185,28294
395256,28420,28531
399241,28708,28821
408782,29377,29490
410857,29518,29633
419644,30137,30253
426581,30620,30737
433068,31077,31195
437303,31365,31485
444239,31852,31973
448042,32123,32246
451321,32354,32479
452724,32455,32583
456392,32723,32853
461358,33090,33221
470057,33732,33864
479947,34438,34570
483998,34728,34861
490718,35230,35365
497668,35739,35875
504650,36258,36395
514655,36973,37110
523336,37584,37721
528133,37934,38073
534919,38431,38571
538499,38702,38844
545371,39188,39331
552644,39704,39847
559304,40166,40311
563139,40443,40590
570693,40969,41116
576871,41408,41557
585668,42029,42178
588669,42234,42385
595947,42750,42902
602609,43233,43386
607844,43624,43779
617845,44131,44286
621540,44392,44549
628356,44859,45017
630885,45035,45195
630896,45036,45199
633460,45218,45384
638482,45605,45772
647386,46351,46519
652220,46763,46932
654956,46974,47146
664962,47657,47829
671709,48130,48303
676651,48475,48649
685385,49066,49241
689916,49390,49566
693751,49655,49833
696513,49847,50028
703291,50329,50511
708199,50681,50864
