sum_response_time,number_of_received_responses,number_of_sent_requests
6811,480,482
13631,958,961
20409,1428,1432
24331,1697,1703
28793,2006,2013
35065,2468,2477
38917,2747,2758
45755,3264,3276
52714,3760,3773
59476,4259,4273
63204,4510,4526
70138,4996,5013
76907,5495,5513
83872,6002,6021
90852,6485,6505
97753,6966,6987
101666,7240,7263
108523,7712,7736
115367,8204,8229
125375,8962,8987
132313,9474,9500
140063,10018,10044
146090,10438,10466
155401,11115,11143
156972,11240,11271
166964,11990,12021
173942,12497,12529
177872,12784,12818
184683,13285,13320
191466,13791,13827
201420,14505,14541
203232,14637,14675
206937,14898,14938
212434,15261,15303
216661,15553,15597
224951,16139,16183
230416,16525,16571
236629,16960,17007
239903,17192,17241
247573,17733,17783
254526,18223,18274
262526,18774,18825
269753,19291,19343
272372,19477,19532
279310,19966,20022
283088,20238,20296
286887,20514,20573
290689,20791,20853
297668,21293,21356
301723,21599,21663
302716,21674,21741
309003,22138,22207
315880,22653,22723
319761,22950,23022
323675,23235,23308
327384,23505,23581
334298,24007,24084
339043,24335,24413
344976,24760,24840
351857,25271,25352
358809,25795,25877
365993,26327,26409
369316,26568,26653
374554,26931,27017
382322,27471,27558
386633,27784,27873
390801,28091,28181
400452,28783,28874
407397,29275,29367
414131,29751,29844
417758,30006,30101
421545,30271,30368
425114,30525,30624
429053,30805,30906
436030,31293,31395
442989,31780,31883
450631,32319,32422
456873,32759,32863
466694,33440,33545
471562,33786,33892
477231,34190,34298
481842,34522,34631
484744,34726,34838
488159,34961,35075
489170,35032,35149
495993,35525,35643
501084,35900,36019
509777,36537,36657
516541,37019,37140
523361,37505,37627
533371,38241,38363
540175,38738,38861
547060,39255,39379
553878,39736,39861
562369,40345,40470
566829,40664,40791
571208,40979,41108
578199,41492,41622
582335,41780,41911
588960,42243,42376
598954,42937,43070
605873,43447,43581
615888,44151,44285
622853,44645,44780
632851,45351,45486
640089,45835,45970
643886,46102,46239
646986,46322,46462
653763,46815,46956
657749,47111,47254
664636,47579,47723
672512,48139,48283
679486,48624,48769
680295,48685,48833
686072,49108,49258
690040,49426,49578
697022,50013,50166
707020,50845,50998
713926,51400,51554
720676,51859,52014
730676,52562,52717
740677,53256,53411
743012,53420,53577
745603,53601,53760
750443,53945,54106
755539,54303,54466
762458,54792,54956
767459,55157,55322
772689,55533,55700
776308,55788,55957
777407,55866,56037
782122,56202,56375
787817,56597,56772
794671,57124,57300
804673,57960,58136
808607,58288,58466
815565,58852,59031
822518,59342,59522
827439,59700,59881
833417,60121,60304
840381,60612,60796
849604,61265,61449
853030,61510,61696
857666,61854,62042
861268,62114,62304
865109,62405,62597
868889,62671,62865
874977,63103,63298
876370,63202,63400
882138,63642,63841
888824,64133,64333
892050,64382,64584
895166,64604,64809
902107,65127,65333
910445,65753,65959
913032,65945,66153
919568,66391,66601
923372,66669,66881
927285,66938,67152
931674,67240,67455
935996,67547,67764
937722,67675,67895
941962,67973,68195
942782,68026,68250
951999,68678,68903
959644,69209,69435
964865,69591,69818
967776,69806,70035
973969,70283,70514
980743,70797,71029
985574,71164,71397
988592,71371,71606
991893,71610,71848
998855,72125,72364
1002422,72388,72629
1009454,72914,73156
1011115,73031,73275
1011427,73053,73300
1018005,73516,73765
1021722,73773,74024
1030370,74394,74645
1031833,74509,74763
1036025,74820,75076
1042981,75319,75576
1046716,75588,75847
1051853,75967,76227
1057523,76369,76631
1062923,76769,77032
1068212,77128,77393
1078200,77830,78095
1083797,78221,78487
1085719,78358,78627
1092762,78867,79137
1099756,79381,79652
1108983,80050,80321
1113514,80381,80654
1117028,80639,80914
1123936,81156,81432
1127888,81452,81730
1136219,82089,82367
1141601,82465,82745
1145432,82735,83017
1152224,83245,83528
1160833,83863,84146
1165865,84214,84499
1171427,84610,84896
1173531,84757,85045
1176824,84977,85268
1182036,85355,85647
1190630,85980,86273
1196378,86395,86689
1201377,86732,87028
1204268,86935,87233
1209720,87317,87616
1212421,87500,87802
1219172,87966,88269
1223138,88243,88548
1229939,88730,89036
1236891,89235,89542
1243701,89718,90026
1247432,89982,90292
1257430,90695,91005
1267419,91414,91724
1274401,91899,92209
1281167,92391,92703
1286360,92757,93070
1289735,92988,93303
1296498,93460,93776
1302066,93841,94159
1305923,94106,94426
1311456,94504,94825
1316534,94878,95201
1323998,95413,95736
1330459,95845,96170
1333667,96067,96394
1338139,96376,96705
1341911,96643,96974
1345592,96889,97222
1346447,96947,97283
1350619,97233,97570
1352879,97391,97731
1357482,97714,98056
1365208,98243,98585
1371294,98681,99025
1375154,98974,99320
1382078,99496,99843
1386110,99803,100151
1389593,100064,100415
1392153,100252,100605
1400368,100841,101195
1407298,101337,101692
1414098,101828,102184
1420856,102309,102666
1430855,103017,103374
1440856,103727,104084
1445018,104021,104379
1453215,104586,104945
1458416,104954,105315
1464793,105398,105760
1469828,105757,106120
1475736,106167,106532
1482678,106662,107028
1489416,107142,107509
1495011,107526,107894
1499902,107872,108242
1502968,108081,108453
1510431,108612,108985
1517386,109110,109484
1521207,109382,109758
1527985,109864,110241
1531939,110146,110525
1541939,110851,111230
1545530,111098,111479
1548891,111343,111726
1553367,111651,112035
1562765,112318,112703
1572772,113037,113422
1582760,113728,114113
1589391,114191,114577
1593339,114469,114857
1600185,114966,115355
1603965,115245,115636
1613960,115938,116329
1620872,116425,116817
1626352,116806,117199
1631574,117173,117568
1638446,117648,118044
1645355,118141,118538
1653862,118739,119136
1659728,119145,119543
1669115,119806,120205
1676193,120313,120712
1685860,121000,121400
1686998,121074,121476
1693220,121519,121923
1696791,121774,122180
1703930,122277,122683
1709241,122653,123061
1714866,123049,123458
1721367,123500,123911
1725277,123782,124195
1734605,124447,124860
1737144,124624,125039
1742797,125018,125435
1747352,125333,125751
1752231,125669,126089
1757273,126005,126427
1764145,126483,126906
1767904,126752,127177
1777911,127460,127885
1784087,127890,128316
1788750,128208,128636
1795703,128700,129129
1801924,129132,129562
1809386,129652,130083
1816121,130115,130547
1823076,130610,131043
1833074,131328,131761
1839854,131813,132247
1849856,132524,132958
1855320,132923,133358
1860627,133301,133738
1867589,133791,134229
1870327,133982,134422
1878453,134567,135008
1888458,135260,135701
1893243,135594,136036
1899030,136001,136445
1902835,136275,136721
1909307,136725,137172
1913351,137008,137457
1923351,137705,138154
1927133,137974,138425
1937122,138683,139134
1947122,139388,139839
1954089,139872,140324
1957823,140130,140584
1964359,140578,141033
1968680,140881,141338
1975637,141396,141854
1982443,141872,142331
1989411,142365,142825
1992949,142610,143072
1999858,143084,143547
2006792,143579,144043
2010745,143846,144312
2017631,144335,144802
2021365,144600,145069
2028194,145088,145558
2035138,145584,146055
2042074,146076,146548
2048839,146560,147033
2058846,147259,147732
2068469,147949,148422
2070681,148103,148578
2076437,148505,148982
2084228,149056,149533
2093400,149678,150156
2098936,150076,150555
2103934,150422,150903
2109617,150811,151293
2114921,151172,151656
2118695,151433,151919
2119816,151508,151996
2123895,151803,152293
2132937,152454,152945
2136498,152703,153196
2145018,153303,153796
2148828,153560,154055
2150868,153710,154208
2152919,153857,154357
2158384,154249,154751
2162622,154554,155057
2165919,154793,155298
2172572,155256,155763
2179558,155757,156265
2183392,156026,156536
2193407,156734,157244
2197010,156998,157510
2203996,157497,158010
2210975,157985,158499
2217963,158472,158987
2225825,159021,159536
2233027,159514,160030
2239680,159994,160511
2246037,160438,160956
2252641,160897,161417
2256759,161188,161709
2266421,161860,162382
2274695,162423,162945
2283368,163032,163555
2290226,163504,164028
2300227,164205,164729
2309776,164878,165402
2313845,165169,165695
2320690,165661,166188
2327543,166142,166670
2336659,166782,167310
2344435,167332,167861
2348892,167637,168167
2354957,168061,168593
2361912,168546,169079
2365826,168818,169353
2371394,169198,169734
2379529,169769,170306
2386371,170244,170782
2390202,170509,171049
2393652,170754,171296
2397602,171031,171575
2400578,171244,171790
2408039,171761,172308
2413397,172139,172687
2419439,172579,173128
2425891,173036,173586
2428556,173218,173771
2435093,173677,174231
2436519,173776,174332
2439949,174013,174572
2446820,174496,175056
2453594,174967,175528
2460142,175442,176004
2464343,175739,176303
2468741,176067,176632
2478191,176728,177294
2485043,177209,177776
2489470,177530,178098
2495783,177969,178539
2502663,178467,179038
2509470,178944,179516
2515576,179373,179946
2520154,179698,180273
2527232,180213,180788
2533923,180687,181264
2539717,181086,181664
2542097,181245,181825
2545947,181510,182092
2552113,181950,182534
2556990,182305,182890
2562872,182731,183318
2569851,183231,183819
2576845,183711,184300
2578817,183849,184440
2581336,184029,184623
2586596,184391,184986
2588886,184551,185149
2595830,185041,185640
2605837,185748,186347
2613516,186297,186896
2616346,186501,187103
2622554,186937,187540
2626509,187206,187811
2632915,187656,188262
2640796,188202,188809
2650032,188850,189457
2655907,189273,189881
2664113,189853,190462
2667881,190132,190743
2671233,190365,190978
2678701,190882,191496
2682425,191150,191766
2689054,191616,192233
2693285,191912,192531
2700272,192399,193019
2705982,192792,193413
2710977,193142,193765
2717843,193638,194262
2723391,194022,194647
2731509,194595,195221
2738295,195077,195704
2748292,195788,196415
2756044,196341,196968
2763304,196854,197482
2769814,197320,197949
2777118,197839,198469
2782547,198226,198858
2786714,198520,199153
2790281,198769,199405
2797217,199249,199886
2803866,199716,200354
2805523,199836,200476
2813062,200360,201001
2817788,200696,201339
2822381,201008,201653
2823241,201066,201714
2830155,201550,202199
2836699,202003,202653
2843847,202515,203166
2850814,202998,203650
2857754,203486,204139
2864622,203968,204622
2868274,204217,204873
2877060,204835,205491
2880074,205046,205704
2885691,205458,206118
2892459,205927,206588
2899228,206405,207067
2909224,207106,207768
2919229,207816,208478
2926028,208310,208973
2932832,208805,209469
2942836,209510,210174
2952834,210194,210858
2958031,210566,211231
2966725,211175,211841
2970917,211472,212139
2977185,211905,212574
2984739,212425,213094
2992496,212978,213648
3000757,213549,214220
3006367,213954,214626
3011293,214299,214973
3018064,214785,215460
3025036,215259,215935
3031843,215745,216422
3035579,216004,216683
3042405,216478,217158
3049179,216961,217642
3058418,217616,218297
3061995,217868,218551
3069664,218411,219095
3073212,218656,219342
3079743,219124,219811
3083852,219410,220099
3089968,219836,220526
3094522,220149,220841
3099403,220490,221183
3102799,220737,221432
3111125,221329,222025
3118940,221890,222587
3125761,222368,223066
3132705,222871,223570
3139550,223351,224051
3146539,223846,224547
3153292,224334,225036
3163294,225040,225742
3170041,225525,226228
3176908,226017,226721
3186181,226666,227370
