sum_response_time,number_of_received_responses,number_of_sent_requests
4629,323,325
13691,958,961
19751,1372,1376
24381,1696,1702
31186,2163,2170
38037,2667,2675
44825,3173,3182
48517,3443,3454
58512,4153,4164
65361,4662,4674
69099,4941,4955
76024,5428,5443
84064,6004,6019
89764,6413,6430
95139,6790,6808
100334,7148,7167
102207,7278,7300
107603,7652,7676
111324,7925,7951
112928,8045,8073
122045,8712,8741
128808,9191,9221
135602,9659,9690
145599,10392,10423
149367,10681,10714
156715,11243,11276
162585,11681,11716
163800,11768,11806
165513,11892,11932
170143,12223,12265
178387,12806,12849
182053,13062,13107
185840,13328,13375
192737,13797,13845
199382,14252,14301
206687,14757,14807
210580,15039,15091
215930,15419,15472
220594,15759,15814
222992,15936,15993
228665,16330,16389
235034,16772,16832
237470,16955,17017
239036,17064,17129
243736,17389,17456
250630,17870,17938
257452,18364,18433
262146,18699,18769
270611,19304,19375
273337,19512,19585
277015,19783,19858
279655,19973,20051
286544,20466,20545
296541,21227,21306
297109,21271,21352
304033,21785,21868
307911,22072,22157
312679,22414,22500
321634,23053,23140
326498,23425,23513
332073,23844,23934
338850,24357,24448
345800,24867,24959
352745,25347,25440
357049,25651,25745
360517,25916,26013
361610,25996,26095
369887,26588,26688
373654,26850,26952
375884,27009,27113
382410,27469,27575
386244,27742,27849
389899,28008,28118
393780,28282,28394
400748,28769,28882
407300,29225,29339
412182,29558,29673
418429,30001,30118
425191,30461,30579
429032,30733,30853
435323,31186,31307
439481,31479,31602
443140,31735,31860
448346,32088,32214
453732,32466,32594
460526,32958,33087
470523,33675,33804
477450,34175,34305
484440,34675,34806
491198,35158,35290
498165,35669,35802
504525,36140,36274
508954,36463,36599
515834,36965,37102
521448,37357,37495
526640,37743,37883
536634,38481,38621
542415,38905,39046
547179,39242,39385
554088,39722,39866
558021,39996,40142
561793,40270,40418
568695,40762,40911
573794,41130,41280
578827,41488,41640
582970,41767,41921
590064,42266,42420
592926,42475,42632
595791,42697,42856
601158,43094,43255
610612,43755,43916
618113,44283,44445
623359,44649,44812
625513,44825,44991
626806,44930,45098
629890,45163,45334
636187,45692,45864
641026,46097,46270
650674,46885,47059
657044,47319,47494
664427,47831,48007
668137,48089,48267
672227,48380,48559
674785,48562,48744
682488,49103,49286
686398,49369,49554
693330,49854,50040
703323,50584,50770
708196,50940,51127
710785,51123,51313
717211,51580,51771
721443,51880,52073
728436,52350,52544
735241,52857,53052
745243,53690,53885
752274,54279,54474
762216,55094,55290
769026,55577,55774
770580,55688,55887
778349,56239,56439
783280,56591,56793
790053,57077,57280
800048,57774,57977
808551,58392,58595
813580,58750,58955
817309,59039,59246
826054,59653,59860
827048,59724,59934
829155,59875,60087
833940,60239,60453
840647,60735,60950
846230,61160,61377
850115,61437,61656
857041,61954,62174
863935,62474,62695
867700,62735,62958
875310,63288,63511
879839,63599,63824
883238,63836,64063
889931,64307,64535
896143,64759,64989
902999,65235,65466
909754,65701,65933
912343,65883,66117
915959,66128,66364
921267,66495,66733
928261,66990,67229
932948,67343,67583
937591,67706,67948
941309,67987,68231
947803,68478,68723
956513,69102,69348
966512,69802,70048
976520,70540,70786
983442,71058,71305
987172,71332,71581
992040,71677,71927
996067,71950,72202
998514,72131,72386
1001126,72316,72573
1009211,72893,73151
1016077,73434,73693
1022868,73932,74192
1026646,74203,74465
1027518,74266,74530
1036227,74912,75177
1041642,75304,75570
1045130,75569,75838
1047789,75758,76029
1052541,76090,76363
1061218,76708,76981
1066240,77074,77349
1070066,77352,77629
1073965,77633,77912
1080747,78118,78398
1084446,78375,78657
1090083,78781,79064
1093277,79016,79301
1098251,79379,79666
1105879,79956,80244
1112218,80378,80667
1113527,80471,80763
1119225,80861,81154
1122066,81068,81363
1129884,81611,81907
1134808,81952,82250
1138729,82225,82524
1142918,82510,82811
1149188,82961,83264
1154284,83332,83636
1156977,83532,83839
1163817,83994,84302
1170737,84477,84786
1177505,84941,85251
1184287,85420,85731
1191164,85883,86195
1198161,86373,86686
1201980,86648,86963
1208970,87146,87462
1215752,87630,87947
