sum_response_time,number_of_received_responses,number_of_sent_requests
3749,261,264
13768,956,959
23772,1643,1646
33764,2349,2352
43762,3051,3054
50588,3558,3562
60590,4299,4303
64494,4592,4598
69867,4967,4974
75079,5356,5365
78724,5634,5645
82887,5927,5939
87205,6242,6256
89938,6444,6461
99946,7147,7164
109927,7846,7863
119941,8559,8576
126827,9042,9060
133622,9531,9550
143617,10287,10306
152883,10975,10994
160430,11491,11511
167204,11963,11984
170882,12240,12263
176983,12701,12725
181964,13076,13101
186092,13381,13408
195271,14066,14094
201877,14550,14579
209026,15078,15108
213051,15375,15406
222788,16065,16097
229594,16546,16579
236019,16987,17021
239910,17249,17285
247172,17752,17789
254656,18274,18311
260741,18702,18741
264599,18969,19010
268348,19238,19281
272276,19520,19565
277979,19913,19959
282974,20278,20325
289457,20732,20781
295859,21182,21232
299896,21468,21520
302119,21622,21676
306958,21980,22036
308997,22121,22179
315225,22585,22645
318916,22863,22925
322929,23161,23224
325121,23318,23384
331678,23819,23886
334206,23997,24067
341135,24498,24569
345087,24787,24859
351689,25255,25329
355406,25506,25581
360347,25867,25944
365964,26280,26359
370104,26587,26667
376475,27046,27128
383420,27535,27618
388043,27861,27945
388900,27922,28009
395583,28403,28491
402096,28870,28960
408882,29348,29439
415621,29830,29922
422390,30301,30394
424209,30430,30525
426745,30614,30711
436663,31312,31410
440923,31610,31709
450612,32285,32385
454234,32549,32651
455065,32606,32710
461618,33060,33166
464707,33287,33395
467169,33465,33575
470887,33729,33841
473719,33924,34039
477480,34181,34298
484178,34650,34768
487588,34894,35014
490052,35064,35186
495638,35472,35596
502437,35960,36085
509356,36456,36582
514422,36819,36946
519484,37196,37325
523661,37510,37641
533667,38217,38348
542370,38830,38961
549436,39341,39473
554222,39695,39829
557101,39911,40047
561822,40249,40387
568924,40750,40888
573822,41090,41230
577395,41351,41493
582788,41727,41871
587315,42053,42199
591916,42376,42523
598054,42801,42950
606939,43425,43574
608917,43563,43714
612298,43823,43977
620037,44400,44554
629268,45048,45203
636027,45527,45683
642914,45994,46151
644536,46120,46279
647584,46341,46503
651379,46652,46816
658398,47241,47406
668382,48076,48241
678390,48894,49059
684806,49337,49503
691154,49775,49942
697412,50216,50384
705799,50790,50959
710662,51144,51314
717219,51596,51767
726175,52211,52383
733899,52755,52927
740062,53210,53384
744097,53490,53665
751630,54018,54194
754165,54201,54380
760193,54629,54809
767981,55173,55354
771023,55400,55583
778588,56031,56215
788575,56872,57056
793695,57302,57487
797396,57562,57749
802280,57922,58111
806899,58242,58433
813687,58708,58900
820690,59199,59392
827471,59680,59874
831294,59952,60148
835129,60231,60429
843629,60882,61080
848663,61230,61430
854847,61668,61869
862637,62222,62424
869624,62740,62943
878002,63357,63560
882907,63715,63920
888276,64098,64304
891298,64324,64532
899399,64939,65148
907159,65503,65713
910476,65753,65965
911897,65854,66069
915562,66103,66320
920639,66453,66671
929133,67057,67276
934043,67397,67617
939857,67824,68046
943389,68086,68310
946900,68340,68566
953332,68782,69009
959321,69218,69446
961265,69364,69595
968062,69889,70121
976338,70508,70740
981893,70933,71167
988827,71430,71665
995584,71900,72136
1002989,72447,72683
1010173,72984,73221
1014404,73302,73541
1023146,73910,74150
1028073,74244,74485
1034888,74736,74978
1040664,75141,75385
1050674,75862,76106
1057493,76391,76636
1064459,76913,77159
1070484,77349,77596
1076746,77791,78039
1082111,78196,78446
1089703,78743,78993
1092757,78974,79227
1099562,79448,79702
1101604,79593,79849
1105717,79885,80143
1110622,80242,80502
1117577,80736,80997
