server_0,server_1,server_2
81679306,85400878,77642146
81751543,85473115,77714383
81821499,85543071,77784339
81896579,85618151,77859419
81968590,85690162,77931429
82036203,85757775,77999042
82109959,85831530,78072798
82183838,85905410,78146677
82256472,85978043,78219311
82324357,86045929,78287197
82396834,86118405,78359673
82471214,86192785,78434053
82538447,86260019,78501287
82606351,86327923,78569190
82677628,86399199,78640467
82746033,86467605,78708872
82814684,86536256,78777524
82885040,86606612,78847879
82957003,86678574,78919842
83026666,86748237,78989505
83099852,86821424,79062692
83170549,86892120,79133388
83245356,86966928,79208195
83317099,87038671,79279939
83386459,87108031,79349298
83457002,87178574,79419842
83525815,87247387,79488655
83600211,87321783,79563051
83672832,87394403,79635671
83747030,87468601,79709869
83817163,87538735,79780002
83887649,87609220,79850488
83952503,87674075,79915342
84024367,87745938,79987206
84093419,87814990,80056258
84161810,87883382,80124650
84233685,87955257,80196525
84302705,88024276,80265544
84376824,88098395,80339663
84444265,88165837,80407104
84518980,88240552,80481820
84591232,88312804,80554071
84664388,88385960,80627227
84736128,88457699,80698967
84809113,88530685,80771953
84881961,88603533,80844801
84952433,88674004,80915272
85022716,88744288,80985555
85092059,88813631,81054898
85166847,88888419,81129687
85232079,88953650,81194918
85300933,89022505,81263772
85369248,89090819,81332087
85441028,89162600,81403867
85511775,89233347,81474615
85582128,89303700,81544967
85651251,89372823,81614091
85722823,89444395,81685663
85793824,89515396,81756663
85864993,89586564,81827832
85937842,89659414,81900681
86010301,89731873,81973141
86082827,89804399,82045667
86152610,89874181,82115449
86224898,89946469,82187737
86297743,90019315,82260582
86371310,90092882,82334149
86445955,90167527,82408794
86517915,90239487,82480755
86589565,90311137,82552404
86661910,90383482,82624750
86731967,90453539,82694806
86800721,90522292,82763560
86874637,90596209,82837477
86944891,90666463,82907730
87013645,90735216,82976484
87086706,90808278,83049545
87162217,90883789,83125056
87235016,90956588,83197856
87307603,91029175,83270443
87381703,91103275,83344543
87455590,91177161,83418429
87527386,91248958,83490225
87599335,91320907,83562174
87669240,91390812,83632079
87740816,91462387,83703655
87812113,91533685,83774953
87882500,91604071,83845339
87951297,91672869,83914136
88016051,91737622,83978890
88081953,91803525,84044792
88153315,91874887,84116154
88222378,91943949,84185217
88293665,92015237,84256504
88364872,92086443,84327711
88435055,92156626,84397894
88506947,92228518,84469786
88582367,92303938,84545206
88656311,92377883,84619151
88729504,92451076,84692344
88804921,92526493,84767760
88877949,92599520,84840788
88952453,92674024,84915292
89017616,92739188,84980455
89089708,92811280,85052547
89160870,92882441,85123709
89235249,92956821,85198088
89308868,93030439,85271707
89379021,93100593,85341860
89448901,93170472,85411740
89516153,93237725,85478993
89586110,93307681,85548949
89660906,93382478,85623745
89734657,93456228,85697496
89804155,93525727,85766994
89877589,93599161,85840429
89951996,93673567,85914835
90024514,93746086,85987354
90095640,93817212,86058480
90167550,93889121,86130389
90236387,93957959,86199227
90307346,94028917,86270185
90377261,94098833,86340101
90445926,94167498,86408765
90517566,94239138,86480406
90593496,94315068,86556335
90668464,94390036,86631304
90734115,94455687,86696955
90804381,94525952,86767220
90879049,94600621,86841888
90952203,94673774,86915042
91020256,94741828,86983095
91092469,94814041,87055308
91164979,94886550,87127818
91238149,94959721,87200988
91307720,95029292,87270560
91376618,95098190,87339457
91445245,95166816,87408084
91518889,95240461,87481728
91590429,95312000,87553268
91662940,95384512,87625780
91734410,95455981,87697249
91807868,95529440,87770708
91870081,95591653,87832921
91940094,95661666,87902933
92011515,95733087,87974354
92077663,95799235,88040502
92148730,95870302,88111570
92222595,95944166,88185434
92294261,96015832,88257100
92363481,96085053,88326321
92437577,96159149,88400416
92508109,96229680,88470948
92581202,96302773,88544041
92652761,96374333,88615601
92726661,96448232,88689500
92799723,96521294,88762562
92869535,96591106,88832374
92940738,96662310,88903578
93010612,96732184,88973451
93081527,96803099,89044367
93156899,96878470,89119738
93231076,96952648,89193915
93299806,97021377,89262645
93371731,97093303,89334571
93442193,97163765,89405033
93509935,97231507,89472774
93578515,97300086,89541354
93651019,97372590,89613858
93723573,97445145,89686412
93790911,97512483,89753751
93864641,97586212,89827480
93937262,97658833,89900101
94011461,97733032,89974300
94078437,97800009,90041277
94151841,97873412,90114680
94219623,97941194,90182462
94291532,98013104,90254372
94370347,98091919,90333187
94447840,98169411,90410679
94526865,98248437,90489705
94604418,98325990,90567258
94682768,98404340,90645608
94761885,98483457,90724725
94835677,98557249,90798516
94911194,98632765,90874033
94985056,98706628,90947895
95053403,98774974,91016242
95127435,98849007,91090275
95201472,98923044,91164312
95274714,98996285,91237553
95349951,99071523,91312791
95420778,99142349,91383617
95495286,99216858,91458126
95569999,99291571,91532839
95640509,99362081,91603348
95712461,99434032,91675300
95782855,99504426,91745694
95852204,99573775,91815043
95921092,99642663,91883931
95991794,99713366,91954634
96062555,99784127,92025394
96134323,99855895,92097162
96207324,99928896,92170164
96278159,99999730,92240998
96345853,100067424,92308692
96418317,100139888,92381156
96482576,100204147,92445415
96553153,100274725,92515993
96625709,100347281,92588548
96695637,100417208,92658476
96764407,100485979,92727247
96836533,100558104,92799372
96901217,100622789,92864057
96969926,100691498,92932766
97039642,100761214,93002482
97110546,100832118,93073386
97176785,100898357,93139625
97249885,100971456,93212724
97316368,101037940,93279207
97389654,101111225,93352493
97462599,101184171,93425439
97535080,101256651,93497919
97611968,101333540,93574807
97683503,101405075,93646342
97753599,101475171,93716438
97824769,101546341,93787608
97896141,101617713,93858981
97966783,101688355,93929623
98038726,101760298,94001566
98112788,101834360,94075627
98179081,101900652,94141920
98253608,101975180,94216447
98321270,102042842,94284109
98393405,102114976,94356244
98466659,102188231,94429498
98537670,102259242,94500509
98608844,102330415,94571683
98679514,102401086,94642354
98749798,102471370,94712638
98819176,102540747,94782015
98892290,102613861,94855129
98958044,102679616,94920884
99029213,102750784,94992052
99095698,102817270,95058537
99160674,102882245,95123513
99231533,102953105,95194373
99305236,103026808,95268076
99376163,103097734,95339002
99447369,103168941,95410208
99514713,103236284,95477552
99583961,103305533,95546801
99656842,103378414,95619681
99729201,103450773,95692040
99798407,103519978,95761246
99869691,103591263,95832531
99943619,103665191,95906459
100017915,103739487,95980755
100091904,103813476,96054744
100162304,103883876,96125144
100235379,103956951,96198219
100302327,104023899,96265167
100371611,104093183,96334451
100441542,104163114,96404381
100511563,104233134,96474402
100583113,104304685,96545953
100652340,104373911,96615179
100723762,104445333,96686601
100795803,104517375,96758643
100869318,104590890,96832157
100943316,104664887,96906155
101009227,104730799,96972066
101084137,104805709,97046976
101158990,104880562,97121830
101232100,104953672,97194939
101300326,105021898,97263165
101372933,105094505,97335773
101444791,105166363,97407630
101517072,105238644,97479912
101589223,105310795,97552063
101659747,105381319,97622587
101730872,105452443,97693711
101804031,105525603,97766871
101878739,105600311,97841579
101947900,105669472,97910739
102016585,105738156,97979424
102084232,105805803,98047071
102158973,105880544,98121812
102231084,105952655,98193923
102301818,106023390,98264658
102371012,106092584,98333851
102441443,106163015,98404283
102509045,106230616,98471884
102581970,106303542,98544810
102653579,106375150,98616418
102724051,106445623,98686890
102795108,106516679,98757947
102865987,106587558,98828826
102940081,106661652,98902920
103011586,106733157,98974425
103085268,106806840,99048107
103156403,106877974,99119242
103226641,106948213,99189481
103294126,107015698,99256965
103366956,107088527,99329795
103435433,107157005,99398273
103503701,107225272,99466540
103574352,107295924,99537191
103645411,107366982,99608250
103718557,107440129,99681397
103790974,107512546,99753813
103865658,107587229,99828497
103937723,107659295,99900562
104010764,107732336,99973603
104081545,107803116,100044384
104151771,107873343,100114611
104218088,107939660,100180927
104293343,108014915,100256182
104366235,108087807,100329075
104439239,108160811,100402078
104503677,108225248,100466516
104576460,108298032,100539300
104641990,108363562,100604830
104715663,108437234,100678502
104788843,108510414,100751682
104859432,108581004,100822271
104930855,108652427,100893694
104997427,108718998,100960266
105062199,108783771,101025039
105131662,108853234,101094501
105200657,108922229,101163496
105260913,108982485,101223753
105326299,109047871,101289138
105398891,109120463,101361731
105472339,109193911,101435178
105545741,109267312,101508580
105612442,109334013,101575281
105682050,109403622,101644890
105755952,109477524,101718791
105832226,109553798,101795066
105903580,109625151,101866419
105975663,109697235,101938502
106049058,109770630,102011898
106120170,109841741,102083009
106188702,109910274,102151542
106261372,109982944,102224212
106331424,110052996,102294263
106403118,110124690,102365957
106474929,110196501,102437769
106545237,110266809,102508077
106611629,110333200,102574468
106685176,110406747,102648015
106755335,110476907,102718175
106827038,110548610,102789877
106895018,110616590,102857857
106968805,110690376,102931644
107042532,110764103,103005371
107115021,110836593,103077861
107186496,110908068,103149336
107258082,110979654,103220922
107332346,111053918,103295185
107403151,111124722,103365990
107478522,111200094,103441361
107551569,111273141,103514409
107626364,111347936,103589204
107694117,111415689,103656956
107767683,111489255,103730522
107834727,111556299,103797566
107905546,111627118,103868385
107972254,111693826,103935093
108041365,111762936,104004204
108113240,111834812,104076080
108187479,111909051,104150318
108256144,111977716,104218984
108322370,112043942,104285210
108392869,112114441,104355709
108462403,112183974,104425242
108534763,112256335,104497602
108603782,112325354,104566622
108675469,112397041,104638309
108742397,112463968,104705236
108811056,112532628,104773896
108877297,112598869,104840137
108950632,112672203,104913471
109023437,112745009,104986277
109094957,112816529,105057797
109164263,112885835,105127102
109232472,112954044,105195312
109306155,113027726,105268994
109370199,113091770,105333038
109439120,113160692,105401960
109509470,113231042,105472310
109580037,113301609,105542877
109649523,113371094,105612362
109722362,113443934,105685201
109792373,113513945,105755212
109861531,113583102,105824370
109931726,113653298,105894566
110004194,113725766,105967034
110073693,113795265,106036532
110144720,113866292,106107560
110208631,113930203,106171470
110277146,113998717,106239985
110347735,114069306,106310574
110420452,114142023,106383291
110488328,114209899,106451167
110562610,114284181,106525449
110637266,114358838,106600105
110710985,114432557,106673824
110780409,114501981,106743249
110855146,114576718,106817985
110922448,114644020,106885287
110993216,114714787,106956055
111065944,114787516,107028784
111138214,114859786,107101053
111214141,114935713,107176981
111280765,115002337,107243604
111343145,115064716,107305984
111412035,115133607,107374875
111484245,115205817,107447084
111561065,115282636,107523904
111638969,115360541,107601809
111716099,115437671,107678939
111781795,115503366,107744634
111850673,115572244,107813512
111921175,115642747,107884014
111994437,115716008,107957276
112061361,115782932,108024200
112131594,115853165,108094433
112202309,115923881,108165149
112271658,115993230,108234497
112344708,116066280,108307548
112416450,116138021,108379289
112485130,116206701,108447969
112556814,116278386,108519653
112633158,116354730,108595998
112702260,116423831,108665099
112768073,116489644,108730912
112837709,116559280,108800548
112906265,116627837,108869105
112974974,116696546,108937814
113047220,116768792,109010059
113117463,116839035,109080302
113189344,116910916,109152183
113255410,116976982,109218250
113328597,117050169,109291437
113403491,117125063,109366330
113470372,117191944,109433211
113535710,117257281,109498549
113602875,117324447,109565714
113674290,117395861,109637129
113743516,117465088,109706356
113814652,117536224,109777492
113882576,117604148,109845416
113952357,117673928,109915196
114018278,117739850,109981118
114091498,117813070,110054337
114163191,117884763,110126031
114234311,117955883,110197151
114305400,118026971,110268239
114369877,118091448,110332716
114439609,118161180,110402448
114513385,118234956,110476224
114584755,118306327,110547594
114659428,118380999,110622267
114727631,118449202,110690470
114800233,118521805,110763073
114871398,118592970,110834237
114937406,118658977,110900245
115011594,118733165,110974433
115085769,118807341,111048609
115155405,118876976,111118244
115224384,118945955,111187223
115297035,119018607,111259875
115369004,119090575,111331843
115442599,119164171,111405439
115507733,119229304,111470572
115577552,119299124,111540392
115649530,119371102,111612370
115722863,119444434,111685702
115794455,119516027,111757295
115867453,119589025,111830293
115937045,119658616,111899884
116012705,119734277,111975545
116081324,119802896,112044164
116154037,119875609,112116876
116225136,119946708,112187976
116296448,120018020,112259287
116364745,120086317,112327584
116436011,120157583,112398850
116508859,120230430,112471698
116579570,120301142,112542409
116651872,120373444,112614712
116723911,120445482,112686750
116792938,120514510,112755777
116862672,120584243,112825511
116934828,120656400,112897668
117008069,120729641,112970908
117080429,120802001,113043268
117150289,120871861,113113129
117223526,120945098,113186366
117299426,121020998,113262265
117372126,121093697,113334965
117441189,121162761,113404029
117514964,121236536,113477804
117585208,121306779,113548047
117656266,121377837,113619105
117723580,121445151,113686419
117791276,121512847,113754115
117861438,121583010,113824278
117932238,121653810,113895078
118004250,121725822,113967090
118074051,121795623,114036890
118148282,121869854,114111121
118219783,121941354,114182622
118293070,122014641,114255909
118363971,122085542,114326810
118438739,122160311,114401579
118512820,122234391,114475659
118584047,122305619,114546886
118658234,122379806,114621074
118728173,122449744,114691012
118801056,122522627,114763895
118869350,122590922,114832189
118935278,122656850,114898118
119011085,122732657,114973924
119083008,122804579,115045847
119154720,122876291,115117559
119224069,122945641,115186909
119298240,123019812,115261079
119366831,123088402,115329670
119438858,123160430,115401697
119513907,123235479,115476746
119588669,123310241,115551509
119657858,123379430,115620697
119730444,123452016,115693283
119803772,123525343,115766611
119875046,123596617,115837885
119946536,123668108,115909376
120021117,123742688,115983956
120090985,123812557,116053825
120162297,123883869,116125136
120235573,123957145,116198413
120299133,124020704,116261972
120370695,124092267,116333535
120438629,124160201,116401468
120508732,124230304,116471572
120582131,124303702,116544970
120655327,124376898,116618166
120726032,124447604,116688872
120795388,124516960,116758228
120863231,124584803,116826071
120932544,124654116,116895383
121008089,124729661,116970928
121082484,124804056,117045324
121152884,124874456,117115723
121224681,124946252,117187520
121298544,125020115,117261383
121368736,125090308,117331575
121436959,125158531,117399799
121510839,125232411,117473679
121580871,125302443,117543711
121653732,125375304,117616571
121725265,125446837,117688105
121798788,125520360,117761628
121866114,125587686,117828954
121936650,125658222,117899490
122006980,125728552,117969819
122077870,125799442,118040710
122150572,125872144,118113412
122224407,125945979,118187247
122297177,126018749,118260017
122370028,126091600,118332868
122439549,126161121,118402389
122509516,126231088,118472356
122578149,126299721,118540989
122651784,126373356,118614624
122722179,126443750,118685018
122795247,126516819,118758086
122865087,126586658,118827926
122933080,126654651,118895919
123006750,126728322,118969590
123076012,126797583,119038851
123146872,126868443,119109711
123220590,126942162,119183429
123295769,127017341,119258608
123366608,127088179,119329447
123437716,127159288,119400555
123510469,127232040,119473308
123578990,127300561,119541829
123651514,127373086,119614353
123724918,127446490,119687758
123797587,127519158,119760426
123869667,127591238,119832506
123943021,127664593,119905861
124012105,127733676,119974944
124082504,127804075,120045343
124144206,127865778,120107045
124212739,127934310,120175578
124281805,128003376,120244644
124356513,128078085,120319353
124427064,128148635,120389903
124501306,128222878,120464145
124574033,128295604,120536872
124640693,128362265,120603532
124709763,128431334,120672602
124778033,128499605,120740873
124840734,128562305,120803573
124907261,128628833,120870101
124978890,128700462,120941729
125046731,128768302,121009570
125120883,128842455,121083723
125192625,128914197,121155465
125264661,128986232,121227500
125338894,129060466,121301733
125408208,129129780,121371048
125478625,129200196,121441464
125549608,129271179,121512447
125623055,129344626,121585894
125695684,129417256,121658524
125765389,129486960,121728228
125838990,129560562,121801830
125914424,129635996,121877263
125984580,129706151,121947419
126054900,129776472,122017740
126124085,129845657,122086925
126194390,129915961,122157229
126266449,129988021,122229288
126337134,130058706,122299974
126403098,130124670,122365937
126476964,130198536,122439803
126547629,130269201,122510468
126621706,130343278,122584545
126690407,130411979,122653246
126756058,130477630,122718897
126828871,130550443,122791711
126901079,130622651,122863918
126973937,130695509,122936776
127045201,130766773,123008040
127115405,130836977,123078245
127189579,130911151,123152418
127262591,130984162,123225430
127333274,131054845,123296113
127405513,131127084,123368352
127478114,131199686,123440954
127553063,131274635,123515902
127624340,131345912,123587180
127695736,131417307,123658575
127763149,131484721,123725988
127831351,131552923,123794191
127902069,131623641,123864909
127972215,131693787,123935054
128041993,131763564,124004832
128111214,131832786,124074053
128182273,131903845,124145113
128252663,131974235,124215503
128325009,132046580,124287848
128398183,132119755,124361022
128468739,132190311,124431579
128541000,132262572,124503839
128610939,132332511,124573779
128679018,132400589,124641857
128750337,132471909,124713177
128824124,132545696,124786964
128898627,132620198,124861466
128970242,132691814,124933082
129038671,132760243,125001510
129108843,132830415,125071683
129178205,132899777,125141045
129242656,132964227,125205495
129314147,133035719,125276987
129379826,133101397,125342665
129453270,133174842,125416109
129524212,133245783,125487051
129596833,133318405,125559672
129661200,133382772,125624040
129731444,133453016,125694284
129800584,133522156,125763423
129874172,133595743,125837011
129941620,133663192,125904460
130014114,133735686,125976954
130087033,133808605,126049872
130154786,133876358,126117626
130223602,133945173,126186441
130292193,134013765,126255033
130363565,134085137,126326405
130433679,134155251,126396518
130505038,134226610,126467878
130576750,134298321,126539589
130647578,134369150,126610418
130718079,134439650,126680918
130785382,134506954,126748222
130855711,134577282,126818550
130927947,134649519,126890786
130999339,134720910,126962178
131072571,134794143,127035411
131144679,134866251,127107519
131215539,134937111,127178378
131285759,135007331,127248599
131354957,135076528,127317796
131427985,135149557,127390824
131499551,135221123,127462391
131571848,135293420,127534688
131643180,135364752,127606019
131710787,135432359,127673626
131782446,135504018,127745285
131850052,135571624,127812891
131915363,135636935,127878203
131985353,135706925,127948192
132058438,135780009,128021277
132126649,135848221,128089489
132198645,135920216,128161484
132271818,135993390,128234658
132337003,136058575,128299842
132404034,136125605,128366873
132478234,136199806,128441073
132551153,136272724,128513992
132621765,136343337,128584604
132689948,136411519,128652787
132756969,136478541,128719809
132826688,136548260,128789528
132901360,136622932,128864200
132973747,136695319,128936587
133045712,136767284,129008551
133116220,136837792,129079059
133190887,136912458,129153726
133261378,136982949,129224217
133336337,137057908,129299176
133407025,137128597,129369864
133479177,137200748,129442016
133550234,137271805,129513073
133622813,137344385,129585652
133697823,137419394,129660662
133769179,137490750,129732018
133840026,137561598,129802866
133908586,137630158,129871426
133982518,137704090,129945358
134053644,137775215,130016483
134122175,137843746,130085014
134190548,137912120,130153388
134262438,137984010,130225277
134331522,138053093,130294361
134402609,138124181,130365449
134472255,138193827,130435094
134541138,138262710,130503978
134609812,138331383,130572651
134683048,138404620,130645888
134756941,138478513,130719780
134832871,138554442,130795710
134906682,138628253,130869521
134978009,138699581,130940849
135050991,138772563,131013830
135127725,138849296,131090564
135201441,138923013,131164281
135275657,138997228,131238496
135350027,139071599,131312867
135421975,139143547,131384814
135490609,139212181,131453449
135560330,139281902,131523169
135627438,139349010,131590278
135696808,139418380,131659647
135768814,139490386,131731654
135838732,139560304,131801572
135911882,139633453,131874721
135983771,139705342,131946610
136054267,139775839,132017107
136124234,139845805,132087073
136196872,139918444,132159712
136273343,139994915,132236183
136346014,140067586,132308853
136418612,140140184,132381451
136487406,140208977,132450245
136559146,140280717,132521985
136629422,140350994,132592261
136703497,140425069,132666336
136775964,140497536,132738804
136849968,140571540,132812808
136922818,140644390,132885657
136990016,140711588,132952855
137064861,140786433,133027701
137131203,140852774,133094042
137195842,140917414,133158682
137265826,140987398,133228666
137338085,141059657,133300924
137404039,141125610,133366878
137477817,141199388,133440656
137548136,141269708,133510975
137618180,141339751,133581019
137688207,141409778,133651046
137761072,141482643,133723911
137830105,141551677,133792944
137901626,141623197,133864465
137972496,141694068,133935335
138042600,141764172,134005440
138118188,141839760,134081027
138183945,141905516,134146784
138254599,141976170,134217438
138326789,142048361,134289628
138401040,142122611,134363879
138474108,142195680,134436947
138544883,142266455,134507723
138619357,142340929,134582196
138692063,142413634,134654902
138765108,142486680,134727948
138839080,142560652,134801919
138914063,142635634,134876902
138985244,142706815,134948083
139057373,142778945,135020213
139128745,142850317,135091584
139200201,142921773,135163041
139274697,142996269,135237537
139346706,143068277,135309545
139414154,143135725,135376993
139482356,143203928,135445196
139551542,143273114,135514381
139621621,143343193,135584461
139693645,143415216,135656484
139766486,143488057,135729325
139835601,143557173,135798441
139905622,143627194,135868461
139977577,143699149,135940416
140051053,143772625,136013892
140126112,143847684,136088952
140197698,143919270,136160537
140269392,143990964,136232232
140340279,144061851,136303118
140410988,144132560,136373827
140482823,144204395,136445663
140556539,144278111,136519378
140624789,144346361,136587629
140697107,144418679,136659946
140769132,144490704,136731971
140842055,144563627,136804895
140917253,144638824,136880092
140991718,144713290,136954558
141061227,144782799,137024067
141135321,144856893,137098160
141206275,144927847,137169114
141275227,144996799,137238067
141341736,145063307,137304575
141416801,145138373,137379641
141488761,145210333,137451601
141559423,145280995,137522262
141630011,145351583,137592851
141699004,145420576,137661844
141773341,145494913,137736180
141844376,145565948,137807216
141912846,145634418,137875685
141981362,145702934,137944202
142052238,145773810,138015078
142125141,145846713,138087981
142197032,145918604,138159872
142271683,145993254,138234522
142342295,146063867,138305135
142408885,146130457,138371724
142482700,146204272,138445539
142553906,146275478,138516745
142627085,146348656,138589924
142697952,146419524,138660792
142769889,146491461,138732728
142840886,146562458,138803726
142908952,146630524,138871792
142980052,146701624,138942891
143046618,146768190,139009457
143118818,146840389,139081657
143190214,146911786,139153053
143259802,146981374,139222641
143330867,147052438,139293706
143401908,147123479,139364747
143472965,147194537,139435805
143540785,147262357,139503624
143609058,147330630,139571898
143680442,147402014,139643282
143749694,147471265,139712533
143820149,147541721,139782988
143891054,147612625,139853893
143961126,147682698,139923965
144032590,147754161,139995429
144101889,147823461,140064728
144176273,147897845,140139113
144252334,147973906,140215174
144325688,148047259,140288527
144400890,148122461,140363729
144479901,148201473,140442741
144554019,148275591,140516859
144627170,148348741,140590009
144698751,148420323,140661591
144769593,148491165,140732433
144839052,148560624,140801891
144911275,148632847,140874114
144981350,148702921,140944189
145052965,148774537,141015804
