sum_response_time,number_of_received_responses,number_of_sent_requests
594,39,43
4451,296,302
11240,745,752
21233,1409,1416
27630,1854,1862
34989,2367,2376
40423,2750,2760
44968,3072,3084
46192,3157,3172
49391,3405,3422
50975,3513,3533
51796,3570,3593
52838,3646,3671
59357,4104,4131
66330,4553,4581
73299,5023,5052
80042,5486,5516
83879,5749,5780
87269,5985,6019
91204,6269,6305
97095,6683,6720
104692,7191,7229
111512,7634,7672
115111,7885,7925
118490,8134,8177
122626,8437,8482
127093,8751,8797
130025,8968,9017
137032,9478,9528
143953,9968,10019
147616,10228,10281
153939,10663,10717
158289,10960,11016
159615,11052,11110
165881,11487,11547
167754,11616,11678
172164,11925,11989
173777,12042,12109
182848,12671,12738
187710,13004,13073
195541,13541,13610
201412,13939,14010
203013,14055,14128
205809,14244,14320
212753,14704,14781
218997,15121,15199
223250,15413,15493
225735,15580,15662
231379,15973,16056
240964,16652,16736
244635,16910,16996
248277,17165,17253
255169,17642,17731
262088,18144,18234
266763,18451,18542
274019,18950,19042
279374,19334,19427
285184,19559,19654
289704,19869,19966
291560,20006,20105
294680,20231,20333
298548,20514,20618
308546,21200,21304
313786,21556,21661
317536,21809,21916
319132,21928,22038
323967,22263,22374
330723,22733,22846
340062,23380,23493
341698,23491,23606
345265,23742,23860
352201,24239,24358
357476,24605,24725
360249,24792,24914
366563,25225,25349
370376,25476,25602
374100,25733,25861
376266,25879,26009
379573,26107,26239
381975,26272,26407
385710,26525,26662
389239,26762,26901
393054,27016,27157
398216,27361,27503
403215,27708,27852
407525,28005,28151
411457,28284,28432
416643,28645,28794
418837,28797,28949
425135,29244,29397
429383,29548,29703
433437,29837,29993
436953,30092,30251
446067,30734,30893
450387,31027,31188
455635,31398,31560
458206,31578,31743
468199,32300,32465
478194,32983,33148
481898,33229,33396
491899,33897,34064
497635,34297,34465
504736,34778,34947
506117,34874,35046
513015,35352,35525
516761,35604,35779
523596,36053,36229
530540,36529,36706
533343,36729,36908
541345,37312,37492
551342,37984,38164
561344,38667,38847
569262,39203,39383
574979,39607,39789
576111,39688,39872
579603,39948,40135
586382,40472,40660
593265,40988,41177
596991,41269,41460
605138,41817,42008
609240,42102,42295
614601,42464,42659
624613,43146,43341
630066,43512,43708
633595,43755,43953
640804,44262,44461
649070,45017,45217
656022,45513,45714
661423,45878,46080
665512,46163,46367
670065,46481,46687
675478,46868,47075
678888,47094,47303
681941,47307,47519
685646,47591,47805
689928,47917,48132
696265,48393,48610
700155,48660,48879
708076,49223,49442
712078,49496,49717
720830,50109,50331
724454,50364,50588
726640,50509,50735
731226,50832,51060
735468,51128,51358
741885,51585,51816
745036,51800,52033
750504,52176,52411
758783,52739,52974
764092,53118,53355
767963,53396,53635
771655,53656,53897
772729,53736,53979
778349,54147,54392
786299,54714,54960
789319,54927,55175
793956,55255,55505
800850,55719,55970
807807,56192,56444
814656,56663,56916
818551,56931,57186
822702,57212,57468
828935,57655,57913
829686,57706,57967
835123,58094,58356
837212,58236,58501
845503,58811,59076
848559,59017,59284
852343,59290,59559
855743,59533,59805
859691,59811,60085
863644,60081,60356
870330,60534,60811
874193,60804,61083
884202,61524,61803
888505,61835,62115
892592,62118,62400
893509,62182,62467
897044,62417,62704
900021,62622,62912
904836,62957,63248
909574,63299,63592
911652,63447,63742
918282,63918,64215
924693,64344,64642
929058,64653,64953
932648,64910,65212
938294,65301,65604
942136,65559,65864
950388,66128,66434
957172,66594,66901
961047,66870,67179
967906,67370,67680
974871,67861,68171
981464,68299,68611
985272,68554,68868
987891,68737,69053
992921,69082,69400
999748,69574,69892
1003625,69847,70168
1007211,70089,70412
1014189,70557,70881
1015738,70663,70989
1024985,71298,71625
1030989,71708,72036
1035608,72027,72357
1045603,72721,73051
1047706,72869,73201
1051239,73110,73444
1055233,73396,73732
1063118,73943,74280
1068568,74324,74662
1074661,74750,75090
1077688,74959,75301
1084489,75427,75770
1087703,75648,75993
1089457,75770,76118
1096284,76250,76599
1100186,76536,76887
1105337,76904,77256
1107231,77033,77388
1107758,77070,77428
1109177,77169,77529
1112918,77430,77792
1119720,77900,78264
1126546,78360,78725
1129807,78590,78957
1132074,78747,79116
1136982,79082,79453
1139242,79234,79607
1145135,79650,80025
1145651,79684,80061
1149681,79968,80347
1154857,80318,80699
1157220,80481,80865
1161081,80746,81132
1164789,81002,81390
1166274,81115,81505
1167454,81194,81587
1170015,81376,81772
1173682,81631,82029
1177412,81894,82294
1184346,82356,82757
1188236,82640,83043
1195164,83126,83530
1199336,83422,83827
1203557,83737,84144
1207853,84047,84456
1213247,84432,84842
1216892,84683,85095
1223662,85145,85559
1229006,85516,85931
1232324,85744,86161
1237233,86069,86488
1241758,86375,86796
1248655,86828,87250
1252205,87057,87481
1259837,87565,87989
1263243,87800,88226
1269134,88204,88632
1276731,88722,89151
1280500,88989,89420
1290492,89670,90101
1295990,90039,90471
1300955,90381,90815
1305855,90710,91145
1312400,91153,91589
1318616,91586,92024
