sum_response_time,number_of_received_responses,number_of_sent_requests
1383,85,88
7252,479,484
17246,1143,1148
20840,1384,1391
24718,1658,1667
28657,1930,1940
32273,2192,2205
39037,2669,2683
41779,2877,2893
43705,3011,3030
47818,3302,3322
54411,3748,3770
58949,4068,4091
60815,4199,4225
65655,4520,4548
74110,5088,5116
79412,5450,5480
86268,5936,5967
93127,6409,6441
96979,6688,6721
102869,7101,7136
107250,7388,7425
117238,8055,8092
124105,8549,8587
128508,8866,8905
131910,9116,9157
138351,9578,9621
142178,9849,9894
149004,10346,10392
154528,10736,10783
156149,10848,10898
158627,11012,11064
160821,11164,11219
164563,11419,11476
165909,11504,11563
171806,11912,11973
173004,11995,12058
175980,12209,12275
182828,12663,12730
191901,13279,13346
196632,13591,13660
202225,13967,14037
203703,14075,14148
205020,14164,14240
211325,14580,14657
215023,14836,14915
218633,15095,15176
226127,15608,15690
232906,16076,16159
237140,16372,16456
240368,16606,16693
244020,16860,16949
247823,17126,17217
254814,17635,17727
259552,17941,18034
260347,17993,18089
265637,18373,18471
272585,18853,18952
276326,19106,19207
283068,19606,19708
286775,19874,19978
290999,20174,20279
294190,20393,20501
300998,20855,20964
306345,21223,21333
308569,21383,21496
312480,21659,21773
316338,21925,22041
322999,22380,22498
329939,22864,22983
333855,23137,23258
337723,23422,23545
343328,23816,23940
345759,23984,24110
355205,24640,24767
359396,24918,25046
362927,25162,25292
368717,25557,25689
370527,25680,25814
377219,26131,26267
382226,26484,26621
387850,26872,27011
388679,26928,27070
395561,27387,27530
402703,27871,28014
405912,28089,28235
410393,28408,28555
416648,28846,28995
423257,29304,29454
427139,29577,29729
433458,30024,30177
440216,30497,30651
442679,30673,30829
444941,30826,30985
448689,31086,31247
454409,31483,31645
458746,31798,31962
463008,32101,32267
470026,32578,32745
479136,33208,33375
484895,33608,33776
491603,34077,34246
494502,34279,34451
498983,34586,34759
505110,35002,35177
511040,35401,35577
518955,35935,36112
525372,36377,36555
529669,36682,36862
536498,37184,37365
540163,37425,37608
543868,37678,37863
545938,37814,38001
548355,37986,38175
550923,38167,38359
555736,38607,38801
562600,39136,39331
569405,39663,39859
577187,40263,40459
578335,40342,40541
580677,40492,40694
582138,40595,40799
582936,40650,40857
588820,41046,41255
595790,41525,41735
602098,41961,42172
607548,42340,42552
613183,42736,42950
616935,42997,43213
623781,43444,43661
631116,43942,44159
632587,44041,44261
635991,44275,44497
639412,44522,44746
647862,45176,45401
655994,45794,46020
665994,46553,46779
674718,47141,47367
676921,47296,47524
680301,47530,47761
686947,47998,48230
691019,48284,48518
697521,48718,48953
699441,48860,49097
706032,49319,49557
715128,49969,50208
717356,50118,50359
719726,50276,50520
723110,50507,50753
726924,50780,51028
729864,50992,51242
734564,51332,51584
739008,51647,51900
748189,52311,52565
758192,53032,53286
764401,53462,53717
769041,53793,54050
773625,54119,54377
777819,54404,54664
781846,54679,54941
790623,55282,55545
794379,55540,55805
797270,55734,56001
802055,56061,56330
805939,56334,56605
809675,56586,56859
811848,56736,57011
814471,56914,57191
824405,58119,58397
831675,58647,58925
836174,58955,59235
842197,59373,59654
848769,59824,60107
858766,60527,60810
861706,60731,61016
867746,61161,61447
871225,61396,61684
877831,61847,62136
882528,62160,62451
889162,62617,62909
891244,62772,63067
898178,63271,63567
904967,63757,64054
908557,64007,64306
914706,64427,64727
919033,64730,65032
922823,64991,65295
929583,65469,65774
933120,65715,66022
937091,65982,66291
942683,66367,66677
947734,66720,67032
952775,67085,67398
958543,67481,67796
965373,67942,68258
972127,68402,68719
975940,68678,68997
979861,68952,69273
986744,69445,69767
994797,70032,70354
1000557,70425,70749
1006016,70793,71118
1007929,70928,71256
1010467,71108,71438
1013904,71341,71673
1019218,71699,72033
1022042,71892,72228
1026540,72199,72537
1032037,72569,72908
1038469,73023,73363
1047280,73630,73971
1049583,73788,74131
1057912,74350,74694
1064248,74788,75133
1068508,75073,75420
1075435,75551,75899
1082421,76017,76366
1089401,76524,76874
1092535,76736,77088
1100219,77265,77618
1107032,77727,78081
1110824,77999,78354
1117474,78476,78833
1123753,78908,79266
1131252,79431,79790
1140501,80065,80424
1141960,80164,80526
1145114,80385,80749
1148732,80623,80989
1151172,80801,81169
1156816,81194,81564
1159944,81413,81785
1164409,81723,82097
1167133,81910,82286
1169331,82063,82441
1171319,82204,82585
1175990,82538,82921
1177879,82665,83050
1180565,82835,83223
1187454,83323,83712
1192861,83701,84091
1194982,83845,84238
1198869,84104,84499
1205678,84583,84979
1209496,84851,85249
1218783,85520,85918
1220394,85637,86037
1228440,86228,86629
1233804,86608,87011
1243815,87286,87689
1250763,87747,88151
1254460,87994,88400
1259326,88321,88728
1264165,88647,89056
1268662,88945,89356
1275438,89389,89801
1279387,89661,90074
1285589,90075,90490
1289861,90367,90783
1294684,90694,91112
1300209,91073,91493
1307059,91541,91962
1314010,92011,92433
1320774,92472,92895
1329924,93088,93511
1337570,93594,94018
1344433,94068,94493
1354263,94744,95169
1361182,95224,95650
1371194,95897,96323
1377943,96348,96775
1381687,96600,97029
1388493,97065,97495
1392180,97319,97751
1398982,97785,98218
1402736,98044,98479
1412738,98728,99163
1419592,99182,99618
1425318,99567,100004
1433451,100134,100572
1443442,100809,101247
1446589,101032,101472
1452638,101433,101874
1460831,101992,102434
1467266,102439,102882
1474464,102923,103367
1481197,103380,103825
1487990,103857,104303
1494928,104333,104780
1498740,104594,105043
1505599,105057,105507
1515597,105739,106189
1519649,106006,106457
1529543,106673,107125
1533402,106951,107405
1540259,107411,107866
1547251,107881,108337
1553130,108280,108737
1561057,108819,109277
1568480,109322,109780
1574807,109743,110203
1580899,110151,110612
1588362,110667,111129
1594881,111112,111575
1599079,111402,111867
1604068,111735,112201
1609849,112116,112584
1613525,112361,112831
1619208,112741,113212
1627076,113276,113748
1629809,113453,113927
1634511,113763,114239
1641352,114219,114696
1648155,114681,115159
1652556,114978,115457
1658809,115392,115873
1663106,115686,116168
1672355,116320,116803
1679207,116799,117283
1686181,117270,117755
1692931,117736,118222
1696589,117983,118471
1703393,118444,118933
1710349,118914,119404
1717279,119389,119880
1724229,119847,120339
1734176,120521,121013
1735447,120607,121101
1741577,121032,121527
1749183,121526,122022
1758167,122139,122636
1762275,122416,122915
1765894,122654,123155
1772635,123109,123611
1782099,123753,124255
1786547,124065,124569
1796547,124747,125251
1803512,125216,125721
1810437,125681,126187
1817279,126154,126661
1821281,126431,126940
1825898,126742,127252
1832837,127202,127713
1837566,127510,128023
1842501,127840,128355
1849459,128311,128827
1856404,128782,129299
1863385,129256,129774
1873387,129946,130464
1883383,130633,131151
1890142,131098,131617
1900136,131768,132287
1907107,132228,132748
1917110,132923,133443
1924090,133389,133910
1930501,133829,134351
1931728,133915,134439
1941604,134577,135102
1948414,135035,135561
1953384,135370,135897
1959054,135752,136280
1965878,136218,136748
1972869,136680,137211
1981631,137273,137804
1989834,137835,138367
1995837,138247,138780
2003566,138759,139293
2013563,139432,139966
2020343,139891,140426
2027124,140354,140890
2036088,140965,141501
2043901,141514,142051
2053895,142205,142742
2060685,142668,143206
2064556,142928,143468
2071530,143399,143940
2078455,143866,144408
2088456,144543,145085
2096781,145100,145642
2102035,145461,146005
2108909,145921,146466
2118918,146598,147143
2126213,147098,147643
2131446,147447,147994
2134179,147636,148185
2139984,148034,148585
2146843,148492,149044
2153642,148948,149501
2154574,149012,149567
2158026,149246,149803
2164791,149708,150267
2169834,150056,150616
2173540,150312,150874
2182211,150888,151451
2190376,151439,152002
2195945,151811,152376
2203198,152322,152887
2211740,152915,153481
2213221,153015,153584
2216821,153258,153829
2226361,153907,154478
2230605,154188,154761
2234479,154450,155025
2244479,155111,155686
2248325,155376,155953
2257477,155981,156558
2263863,156409,156987
2266872,156608,157188
