sum_response_time,number_of_received_responses,number_of_sent_requests
6934,442,444
13801,910,913
21930,1448,1451
27518,1828,1833
31182,2071,2078
37951,2542,2550
44711,3017,3026
48522,3285,3296
55996,3821,3832
59083,4032,4046
64103,4401,4416
66727,4577,4595
70787,4862,4881
76686,5281,5302
81252,5581,5604
91253,6255,6278
98238,6736,6760
104989,7208,7233
108651,7474,7501
118654,8185,8212
123245,8515,8543
126028,8708,8739
134395,9258,9289
136690,9418,9452
143478,9806,9841
149002,10207,10243
154040,10568,10606
158183,10873,10912
161191,11092,11134
165768,11419,11463
172115,11858,11903
176511,12152,12199
182529,12569,12617
185109,12749,12799
190449,13107,13159
191551,13177,13232
195330,13436,13493
199043,13698,13757
205002,14115,14175
211947,14577,14638
216773,14904,14967
218514,15022,15087
220491,15160,15228
221760,15244,15315
228627,15704,15776
235372,16161,16234
239515,16453,16528
245877,16894,16970
251020,17268,17345
256351,17641,17720
258091,17765,17846
263621,18156,18239
268262,18479,18564
278264,19202,19286
279271,19264,19351
282193,19463,19553
282868,19513,19605
286625,19771,19866
293408,20243,20339
300219,20740,20837
304507,21056,21154
313645,21718,21817
318518,22053,22153
321988,22291,22393
323935,22423,22528
327040,22639,22746
331213,22951,23060
336994,23368,23479
339128,23521,23634
341326,23676,23792
348194,24134,24251
355134,24612,24730
358832,24873,24993
368826,25539,25659
372621,25799,25920
376234,26045,26169
377015,26096,26222
379551,26271,26400
381310,26395,26526
384938,26641,26775
393597,27233,27367
401832,27807,27942
411831,28483,28618
415700,28739,28876
419646,29010,29148
426147,29467,29607
431201,29824,29965
436093,30165,30308
440202,30465,30610
443440,30698,30845
447634,31005,31154
454555,31495,31645
463141,32120,32270
468114,32455,32607
478113,33121,33273
481846,33376,33530
488807,33862,34017
493225,34172,34328
499558,34605,34763
504092,34913,35072
508729,35233,35394
515943,35736,35898
517705,35860,36025
526001,36434,36599
528383,36597,36765
531978,36834,37004
537872,37227,37398
540626,37422,37595
549551,38046,38220
553116,38313,38489
559927,38769,38946
562987,38976,39155
567639,39306,39487
577174,39984,40165
578841,40089,40272
581830,40315,40501
585763,40616,40804
592693,41141,41330
600531,41740,41929
605798,42096,42287
606452,42139,42333
609828,42372,42568
612096,42532,42730
618635,42972,43172
623134,43278,43479
625848,43464,43668
630097,43749,43955
636887,44224,44431
643804,44689,44897
650631,45148,45357
657476,45607,45817
