sum_response_time,number_of_received_responses,number_of_sent_requests
9756,642,643
12279,810,813
19408,1275,1279
23916,1576,1582
30997,2074,2081
34901,2342,2351
39370,2665,2675
47744,3256,3267
52170,3568,3581
55140,3784,3799
56900,3910,3927
60560,4155,4175
65476,4506,4527
70352,4851,4874
74980,5156,5181
81740,5616,5642
88669,6089,6116
92482,6351,6380
99351,6843,6873
106250,7343,7374
110148,7623,7655
116785,8069,8103
120579,8324,8360
124104,8574,8612
131245,9095,9134
141256,9831,9870
145536,10130,10170
151959,10588,10630
156966,10956,10999
162499,11347,11392
166452,11626,11672
176271,12307,12354
178916,12498,12547
180796,12618,12670
186408,12999,13052
191330,13339,13394
195456,13617,13673
201108,14002,14060
204509,14237,14297
209483,14580,14642
216301,15056,15119
218787,15231,15296
220868,15382,15450
224767,15641,15711
234770,16312,16382
244256,16962,17032
248636,17266,17338
255096,17731,17804
259342,18035,18110
266642,18545,18620
270435,18815,18892
278399,19374,19452
284000,19766,19846
290983,20266,20346
294752,20529,20611
301488,20980,21064
308464,21472,21557
315652,21961,22046
322004,22380,22467
326008,22665,22754
329170,22895,22986
330681,23010,23103
337062,23452,23547
339101,23590,23687
341516,23754,23854
343020,23862,23964
346193,24080,24185
349949,24352,24459
356223,24786,24894
360030,25062,25172
361508,25166,25279
365356,25428,25543
371329,25847,25963
375961,26168,26286
379699,26426,26546
383585,26697,26819
387166,26936,27060
393146,27351,27476
398650,27734,27860
407691,28349,28476
411388,28607,28736
418093,29062,29192
421788,29308,29440
424701,29502,29636
429043,29808,29944
432972,30073,30211
437710,30400,30539
443671,30817,30958
447113,31058,31201
453050,31485,31629
457365,31788,31934
464842,32317,32464
470563,32737,32885
475803,33098,33248
479612,33353,33505
481976,33506,33660
486208,33812,33968
490597,34123,34281
494277,34376,34536
498176,34639,34801
505048,35111,35274
507218,35264,35429
514831,35781,35947
516805,35916,36084
520141,36142,36313
526950,36593,36765
533702,37050,37223
540596,37518,37692
547434,37990,38165
551146,38263,38440
561155,38939,39116
564751,39186,39365
573053,39746,39925
577094,40035,40216
581098,40316,40499
585939,40622,40807
592710,41143,41329
602710,41905,42091
606563,42200,42388
611708,42535,42724
615828,42825,43016
617734,42948,43142
622285,43270,43465
628907,43716,43913
633159,44012,44210
638315,44368,44568
642624,44667,44869
650068,45197,45400
654235,45461,45666
662176,46003,46208
671018,46602,46808
676721,46994,47201
678510,47113,47323
682938,47415,47626
692353,48144,48356
702350,48909,49121
705948,49183,49396
712890,49652,49867
717726,49992,50208
723504,50395,50613
730364,50866,51085
737335,51354,51574
741489,51634,51855
748809,52156,52378
754637,52560,52784
760721,52993,53218
765482,53328,53555
770015,53635,53863
772865,53829,54060
776602,54092,54325
785666,54737,54970
788434,54932,55167
791521,55157,55394
797545,55592,55831
801948,55912,56152
805449,56156,56398
814956,56823,57066
819334,57120,57364
826687,57626,57871
831310,57943,58190
834619,58172,58421
836903,58324,58576
843761,58801,59054
847792,59077,59332
853737,59484,59740
855448,59601,59860
860682,59967,60227
861775,60042,60305
863872,60198,60464
867670,60462,60730
874230,60923,61192
879124,61303,61573
885196,61720,61992
888431,61949,62223
892887,62267,62543
897697,62606,62883
900412,62781,63061
904288,63045,63327
906634,63208,63492
909177,63387,63673
915152,63815,64103
921939,64318,64607
929222,64850,65139
929735,64885,65177
938954,65496,65789
943299,65807,66102
947186,66081,66378
951026,66350,66649
952192,66431,66732
961723,67074,67376
966540,67402,67705
970489,67679,67984
974418,67970,68277
977884,68215,68524
986980,68831,69141
990822,69087,69398
996573,69483,69796
1001281,69823,70138
1011277,70545,70860
1017565,70990,71306
1018751,71071,71390
1024060,71432,71752
1029423,71800,72122
1034060,72119,72442
1036844,72308,72634
1042473,72704,73031
1050487,73251,73579
1058686,73814,74142
1061977,74040,74370
1068015,74463,74795
1071750,74734,75068
1073932,74883,75219
1075320,74981,75320
1079616,75276,75617
1083430,75533,75876
1087027,75778,76122
1093839,76243,76588
1098970,76614,76961
1104586,77009,77358
1108241,77263,77614
1111625,77498,77851
1118848,78003,78357
1122733,78282,78638
1128885,78714,79071
1133438,79033,79392
1139126,79419,79779
1143886,79747,80109
1147164,79966,80330
1150766,80200,80566
1152071,80289,80658
1158934,80773,81143
1161886,80986,81358
1162665,81041,81416
1165790,81261,81638
1168109,81418,81798
1169483,81515,81897
1173115,81771,82155
1176126,81984,82371
1179870,82239,82628
1180614,82292,82684
1187419,82764,83157
1190231,82958,83353
1194803,83269,83666
1198454,83527,83926
1203985,83912,84312
1205864,84053,84456
1212716,84563,84967
1219452,85054,85459
1226601,85566,85972
1230136,85800,86208
1240141,86468,86876
1250145,87153,87561
1257084,87630,88039
1263947,88093,88503
1270829,88562,88973
1274604,88813,89226
1277309,88983,89398
1279607,89145,89562
1285784,89560,89979
1292708,90024,90444
1296597,90290,90711
1303050,90732,91155
1307276,91018,91442
1309358,91153,91580
1314264,91488,91917
1318333,91763,92194
1325191,92233,92665
1332096,92708,93141
1334712,92886,93321
1339666,93221,93658
1349660,93883,94320
1353326,94135,94574
1363333,94804,95243
1366951,95056,95497
1375780,95659,96100
1381160,96019,96461
1384452,96240,96685
1391334,96697,97143
1394899,96931,97379
1397654,97113,97563
1399569,97241,97694
1406358,97701,98155
1413206,98158,98613
1420118,98640,99096
1426985,99102,99559
1436762,99765,100222
1440498,100016,100475
1447292,100483,100943
1454097,100942,101403
1458161,101218,101680
1464702,101655,102119
1471510,102110,102575
1476412,102440,102906
1482040,102821,103289
1489012,103302,103771
1499015,103966,104435
1502911,104228,104699
1509753,104694,105166
1516713,105156,105629
1523549,105604,106078
1530461,106078,106553
1540452,106744,107219
1547264,107214,107690
1554969,107743,108219
1561001,108155,108633
1565881,108476,108955
1571436,108837,109318
1575477,109107,109590
1585490,109773,110256
1592299,110233,110717
1599905,110736,111220
1605455,111105,111591
1609940,111397,111884
1615238,111762,112251
1620049,112086,112577
1630049,112757,113248
1640036,113439,113930
1646857,113917,114409
1653717,114388,114881
1663725,115061,115554
1670664,115536,116030
1677560,116008,116503
1685921,116574,117069
1690483,116881,117378
1695265,117217,117716
1701650,117650,118150
1702641,117716,118219
1709479,118186,118690
1716398,118653,119158
1720127,118912,119419
1723849,119165,119674
1730667,119626,120136
1737512,120065,120576
1741239,120317,120830
1748011,120778,121292
1754627,121232,121747
1760572,121637,122153
1768878,122194,122711
1775807,122665,123183
1779658,122929,123449
1789666,123604,124124
1793534,123873,124394
1800352,124334,124857
1807913,124841,125364
1812478,125151,125676
1819683,125644,126170
1824855,126002,126530
1831251,126431,126960
1835607,126733,127264
1842444,127194,127726
1843914,127295,127829
1852329,127860,128395
1857440,128201,128737
1863844,128642,129180
1871635,129180,129718
1877627,129586,130126
1887626,130272,130812
1891420,130528,131070
1900060,131119,131661
1905204,131463,132007
1912193,131922,132467
1915955,132181,132728
1919276,132397,132946
1926721,132907,133457
1933553,133374,133925
1943560,134053,134604
1950367,134503,135055
1955229,134829,135382
1960777,135199,135754
1967124,135641,136197
1974686,136144,136701
1981460,136597,137155
1991465,137278,137836
2001460,137961,138519
2004829,138194,138754
2008773,138459,139021
2015709,138918,139481
2022557,139389,139953
2026510,139654,140219
2029937,139891,140459
2036812,140363,140932
2042300,140736,141306
2049846,141245,141816
2053047,141450,142023
2055821,141644,142219
2061852,142044,142621
2069603,142561,143138
2073276,142807,143386
2079522,143216,143797
2086413,143682,144264
2090457,143961,144544
2097121,144411,144996
2103934,144872,145458
2113936,145545,146131
2118689,145866,146453
2124509,146267,146856
2134504,146964,147553
2139069,147272,147862
2148351,147906,148497
2158349,148584,149175
2164177,148984,149576
2171975,149517,150110
2178892,149973,150567
2183977,150318,150913
2186570,150502,151100
2193567,150953,151552
2200540,151421,152021
2204055,151652,152254
2210333,152076,152679
2217754,152575,153179
2221594,152831,153436
2228154,153276,153883
2229402,153362,153971
2235478,153782,154393
2245480,154469,155080
2252362,154933,155545
2262374,155604,156216
2269290,156069,156682
2275396,156490,157104
2283230,157014,157629
2287643,157320,157936
2293794,157737,158355
2301036,158226,158844
2310728,158874,159493
2320066,159513,160132
2327476,160021,160641
2334362,160495,161116
2341464,160970,161591
2348154,161411,162034
2354440,161830,162454
2358758,162124,162750
2362387,162378,163006
2366179,162638,163267
2376024,163294,163924
2382039,163685,164316
2385867,163949,164582
2393464,164456,165090
2397310,164725,165361
2405297,165274,165910
2408984,165534,166172
2414799,165917,166557
2418725,166179,166821
2425700,166651,167294
2429435,166900,167545
2434407,167244,167890
2438958,167554,168202
2443145,167835,168485
2447823,168156,168808
2453263,168523,169176
2458408,168866,169521
2462149,169121,169778
2464340,169270,169929
2469669,169633,170294
2472326,169808,170471
2477346,170131,170796
2487334,170796,171461
2494294,171267,171933
2501107,171733,172400
2508028,172202,172870
2511781,172450,173120
2514997,172665,173337
2518777,172924,173598
2525759,173403,174078
2535620,174073,174748
2542619,174556,175232
2546508,174820,175498
2550048,175052,175732
2560050,175744,176424
2566973,176218,176899
2573941,176691,177373
2583940,177371,178053
2590683,177826,178509
2597646,178294,178978
2607657,178978,179662
2611644,179255,179940
2621405,179912,180598
2625919,180204,180891
2631964,180613,181302
2637659,181001,181691
2642622,181341,182033
2649490,181813,182506
2656412,182275,182969
