sum_response_time,number_of_received_responses,number_of_sent_requests
9989,648,649
13554,893,896
23554,1552,1555
33536,2219,2222
37080,2463,2468
44178,2963,2969
47743,3222,3230
56949,3870,3878
58353,3966,3977
62761,4273,4285
65374,4463,4478
69738,4752,4769
73919,5053,5071
77706,5317,5337
82442,5634,5656
87969,6002,6026
91659,6258,6284
95472,6535,6563
102237,7019,7048
108051,7429,7459
112753,7760,7792
116882,8040,8073
123367,8468,8502
127024,8725,8762
133710,9210,9248
134818,9285,9326
142386,9824,9865
148497,10275,10318
156921,10886,10929
162351,11272,11317
169220,11759,11805
179228,12444,12490
183104,12727,12775
186552,12956,13006
188226,13072,13124
197348,13705,13758
204160,14173,14227
208408,14466,14521
214313,14874,14931
218836,15178,15237
224023,15537,15597
230665,15988,16049
236425,16294,16357
240763,16597,16661
244156,16820,16887
253610,17460,17527
257461,17729,17798
261661,18010,18081
268614,18495,18567
272388,18758,18832
276035,19021,19097
284361,19607,19683
286178,19734,19813
290542,20047,20128
294167,20289,20372
300938,20756,20840
304920,21048,21133
311466,21493,21580
315164,21739,21828
322088,22241,22331
325981,22516,22608
330268,22820,22913
339828,23491,23585
346584,23946,24041
354863,24496,24591
357269,24663,24761
361063,24934,25034
364871,25202,25304
367193,25365,25469
375324,25936,26041
377530,26080,26187
379482,26216,26326
382646,26439,26551
387112,26749,26863
390815,26996,27112
394695,27264,27382
398241,27513,27633
400827,27692,27814
405876,28031,28155
409846,28305,28431
416598,28775,28902
420235,29015,29144
422501,29162,29293
427221,29479,29612
431286,29767,29902
432525,29852,29989
438784,30290,30429
445124,30736,30876
447751,30925,31067
454709,31427,31570
459722,31782,31927
466480,32263,32409
470798,32569,32717
473495,32763,32913
478440,33099,33251
482214,33360,33514
488389,33793,33948
495950,34336,34492
501671,34732,34889
509518,35263,35421
516427,35733,35892
523332,36223,36383
527109,36480,36642
537107,37166,37328
547117,37844,38006
550839,38087,38251
554662,38343,38509
561606,38822,38989
568607,39316,39484
573309,39657,39826
577396,39927,40098
586194,40521,40693
592985,40983,41156
596893,41267,41442
598039,41354,41531
598511,41388,41569
601891,41653,41836
604230,41840,42025
608633,42175,42362
610152,42284,42474
613977,42538,42730
616278,42694,42888
620231,42958,43154
622810,43128,43327
625361,43300,43501
632058,43768,43970
633699,43876,44081
637878,44173,44380
643442,44546,44754
651042,45059,45268
655920,45392,45602
659563,45644,45856
662978,45879,46094
666799,46160,46377
676804,46932,47149
683615,47452,47670
690559,47975,48194
697508,48448,48668
701686,48749,48970
704483,48945,49169
706148,49060,49287
716144,49767,49994
726152,50451,50678
736158,51170,51397
742399,51610,51838
746440,51896,52126
748320,52025,52257
754103,52418,52652
758941,52745,52980
764394,53138,53375
768455,53429,53668
775208,53918,54158
779773,54238,54479
784653,54593,54836
789787,54963,55207
793696,55236,55482
800159,55703,55951
803876,55942,56192
807811,56207,56459
814737,56683,56936
820162,57056,57310
825228,57393,57649
829178,57664,57922
834913,58062,58321
839597,58395,58656
843688,58673,58936
851964,59253,59516
854300,59426,59692
861156,59804,60071
867455,60249,60517
874896,60768,61037
881926,61295,61564
888593,61751,62022
892446,62022,62295
902022,62707,62980
906702,63038,63312
912960,63460,63736
916756,63725,64003
920805,64002,64282
925471,64325,64606
931563,64765,65048
938412,65273,65557
945233,65766,66051
949162,66033,66319
958381,66649,66936
965806,67172,67460
969472,67430,67720
976237,67907,68198
980114,68180,68473
986944,68637,68931
989223,68788,69084
997768,69387,69684
1004641,69884,70182
1008461,70155,70454
1015185,70599,70900
1019124,70864,71167
1022910,71132,71437
1029862,71620,71926
1036690,72118,72424
1046024,72800,73107
1053433,73303,73611
