sum_response_time,number_of_received_responses,number_of_sent_requests
4659,298,300
13639,903,906
20650,1358,1362
30654,2025,2029
37449,2487,2492
41528,2770,2776
48166,3241,3249
54297,3682,3691
55445,3763,3775
59046,4009,4023
60359,4102,4118
66854,4520,4538
71876,4876,4895
77328,5262,5283
84268,5717,5739
91253,6177,6200
96610,6536,6560
99282,6719,6745
105586,7166,7194
111563,7597,7626
115401,7868,7899
119362,8129,8162
120686,8218,8253
127105,8665,8702
131296,8974,9013
136566,9357,9397
138227,9476,9519
139373,9553,9599
144829,9947,9994
150084,10323,10372
156611,10776,10826
163253,11223,11274
166201,11413,11466
171990,11806,11860
174299,11960,12017
176183,12086,12145
179519,12316,12378
181121,12430,12494
189369,13002,13067
191207,13125,13193
197468,13555,13624
200801,13789,13860
205347,14116,14189
206640,14202,14278
216640,14876,14952
221158,15182,15259
227340,15620,15699
229831,15801,15882
231772,15933,16017
235620,16202,16288
241556,16634,16721
247732,17076,17164
253906,17509,17598
260340,17972,18062
267113,18414,18505
273953,18886,18979
279424,19273,19367
284531,19622,19718
287983,19845,19943
289841,19980,20080
293652,20253,20355
299704,20694,20798
304010,20994,21099
305775,21113,21221
309348,21355,21465
310948,21469,21582
315593,21797,21912
319560,22078,22195
327995,22660,22777
329312,22755,22875
336846,23271,23392
337593,23322,23446
340230,23514,23640
347135,23984,24111
352155,24326,24455
356003,24589,24720
359833,24854,24987
362204,25020,25155
364735,25199,25336
372106,25700,25838
376092,25977,26117
378559,26139,26282
382282,26396,26541
386181,26658,26805
393113,27133,27281
399911,27602,27751
406740,28087,28237
410637,28361,28513
414736,28650,28803
418280,28901,29057
425142,29388,29545
430479,29763,29921
435638,30129,30289
441376,30525,30686
449295,31052,31214
456092,31524,31687
463024,32020,32184
466978,32295,32461
473774,32763,32930
479909,33183,33351
486068,33598,33767
487069,33668,33840
492217,34020,34194
496065,34287,34463
499912,34550,34728
506019,34949,35128
507749,35070,35252
511468,35320,35504
521457,36017,36201
526253,36359,36544
530656,36655,36842
536398,37042,37230
539328,37234,37425
544845,37626,37818
550040,37976,38170
553927,38255,38451
557173,38508,38706
560251,38739,38939
563256,38971,39173
563684,38996,39201
566824,39214,39422
571919,39538,39747
574893,39739,39950
575415,39775,39989
584414,40396,40611
589165,40727,40944
592435,40953,41172
