sum_response_time,number_of_received_responses,number_of_sent_requests
3541,239,242
10394,699,703
20401,1355,1359
24112,1596,1602
27907,1847,1855
34664,2317,2326
41314,2796,2806
42754,2897,2909
45869,3113,3128
49752,3388,3405
53391,3660,3679
60494,4130,4150
65523,4478,4499
67950,4646,4670
77942,5305,5329
87093,5910,5934
92137,6257,6282
95418,6483,6511
102344,6953,6982
112348,7671,7700
116163,7949,7980
123161,8421,8453
130055,8875,8907
133421,9111,9146
137395,9396,9433
144347,9913,9951
147916,10173,10213
151522,10433,10475
153226,10558,10602
158629,10939,10985
162232,11186,11234
166206,11455,11505
168845,11623,11675
170780,11752,11807
172307,11858,11915
175380,12066,12126
182846,12578,12638
188975,13009,13071
193649,13334,13397
202743,13945,14009
207953,14297,14362
210039,14438,14506
214973,14678,14747
217770,14874,14946
224649,15332,15405
234655,16001,16074
241634,16489,16563
248156,16949,17024
255343,17457,17533
259509,17753,17830
264971,18147,18226
271183,18588,18668
276239,18950,19032
280503,19255,19339
284178,19490,19575
290794,19945,20032
293017,20099,20188
298303,20461,20552
303430,20812,20904
306368,21028,21122
312489,21469,21565
322488,22190,22286
329331,22672,22769
336294,23139,23237
339857,23381,23481
344366,23697,23798
347487,23907,24011
354259,24380,24485
357951,24633,24740
361407,24878,24987
365667,25172,25283
366411,25224,25338
370208,25493,25609
374728,25806,25923
384121,26463,26581
391082,26939,27058
398155,27432,27551
404697,27878,27999
408791,28152,28274
414649,28552,28676
417178,28733,28859
419645,28908,29037
423918,29199,29329
427357,29425,29558
430743,29653,29788
437082,30096,30232
444776,30633,30770
448668,30913,31052
458653,31617,31756
462437,31882,32022
472331,32594,32735
477892,32987,33129
486300,33589,33732
493286,34073,34217
498872,34464,34609
500098,34550,34698
504027,34828,34978
508446,35144,35296
515284,35609,35762
525301,36293,36446
533696,36862,37015
539247,37252,37406
541538,37407,37564
549858,37981,38139
554839,38333,38492
557601,38514,38676
561521,38774,38937
571438,39464,39628
578191,39933,40098
581877,40194,40360
591850,40867,41034
597972,41281,41449
602161,41567,41737
607713,41957,42128
609645,42093,42267
614014,42412,42587
620483,42913,43090
626579,43377,43555
632207,43812,43991
636672,44116,44297
638879,44268,44452
642668,44511,44696
647484,44834,45021
649210,44954,45144
652878,45196,45388
657126,45490,45684
661480,45795,45991
668084,46266,46463
672179,46535,46734
679117,47038,47238
686515,47539,47739
692969,47986,48188
697397,48286,48489
700612,48509,48715
708028,49088,49294
715580,49663,49870
721062,50075,50284
727482,50505,50715
731800,50806,51018
737952,51227,51440
739471,51333,51549
743149,51593,51811
751675,52169,52387
755313,52432,52652
758597,52662,52884
763211,52992,53216
766223,53206,53432
774733,53793,54020
781729,54267,54495
790964,54933,55161
795401,55255,55484
800484,55615,55846
805952,56002,56235
812884,56500,56734
820164,57033,57267
827216,57514,57749
833580,57968,58205
838060,58278,58516
844257,58700,58940
851150,59181,59422
857921,59650,59892
862338,59950,60193
865416,60164,60410
868293,60367,60615
873015,60700,60950
876945,60971,61223
885319,61557,61809
888373,61764,62018
894502,62013,62269
901362,62501,62758
908326,62995,63253
912648,63283,63542
920330,63794,64054
925370,64148,64410
932449,64655,64918
936594,64951,65216
940488,65212,65479
944221,65471,65740
948108,65742,66013
952714,66056,66328
956670,66332,66606
959208,66517,66793
963291,66809,67087
966899,67057,67337
970371,67295,67578
977253,67789,68073
980815,68042,68328
981932,68119,68407
987235,68481,68771
995399,69045,69336
1002334,69527,69819
1006717,69831,70124
1010010,70061,70357
1016977,70538,70835
1026974,71217,71514
1036979,71900,72197
1042576,72282,72580
1047043,72602,72902
1050835,72875,73177
1054944,73174,73478
1058624,73422,73728
1062458,73679,73987
1066235,73942,74252
1068553,74106,74418
1069545,74171,74486
1071207,74285,74603
1073898,74473,74793
1078038,74750,75072
1081594,74996,75320
1089317,75545,75870
1097479,76107,76432
1101647,76387,76714
1107620,76785,77113
1113454,77174,77504
1120169,77619,77950
1125280,77966,78298
1131127,78360,78694
1133170,78505,78841
1136676,78753,79091
1139193,78930,79271
1143778,79235,79577
1146905,79458,79802
1155035,80030,80375
1159608,80354,80701
1165813,80794,81142
1168010,80941,81292
1174566,81393,81745
1178206,81653,82007
1179352,81728,82085
1184254,82070,82428
1186831,82249,82610
1196198,82918,83279
1198631,83086,83449
1202900,83385,83750
1205002,83531,83899
1207676,83737,84107
1209898,83891,84263
1212975,84110,84485
1214908,84241,84618
1217989,84455,84835
1225171,84972,85352
1227767,85151,85534
1229863,85303,85688
1232822,85511,85899
1237245,85817,86206
1243440,86260,86651
1250256,86756,87148
1257129,87256,87649
1264134,87753,88147
1270888,88216,88611
1280894,88880,89275
1290881,89565,89960
1294616,89816,90213
1301459,90273,90671
1308292,90738,91137
1315093,91183,91583
1321092,91588,91989
1325729,91907,92310
1332008,92330,92734
1334754,92523,92929
1337232,92693,93102
1343847,93149,93559
1347715,93414,93826
1356421,94004,94416
1361281,94335,94749
1365133,94593,95009
1375137,95265,95681
1385131,95961,96377
1392009,96438,96855
1398947,96907,97325
1408952,97580,97998
1414880,97987,98406
1422833,98526,98946
1426134,98753,99175
1430145,99025,99449
1436939,99482,99907
1442102,99840,100266
1447399,100201,100629
1456261,100795,101223
1457878,100901,101332
1461664,101155,101588
1470279,101747,102180
1476978,102185,102619
1482415,102553,102989
1492034,103203,103639
1496046,103469,103907
1499521,103700,104140
1506689,104199,104640
1513482,104657,105099
1519141,105036,105479
1523991,105369,105814
1525212,105450,105897
1531722,105885,106334
1541241,106519,106968
1545857,106839,107289
1551941,107244,107696
1555740,107503,107957
1565738,108187,108641
1573200,108684,109138
1579417,109105,109561
1583172,109352,109810
1590095,109811,110270
1593784,110071,110532
1600533,110533,110995
1604562,110806,111270
1606101,110912,111378
1611898,111293,111761
1618625,111751,112220
1628645,112414,112883
1635808,112889,113358
1642286,113318,113789
1648132,113714,114186
1652840,114031,114505
1657810,114372,114847
1666691,114976,115452
1673671,115444,115921
1683059,116078,116555
1690450,116572,117050
1697756,117078,117556
1701231,117315,117795
1707808,117768,118250
1712901,118119,118602
1718455,118488,118973
1724631,118897,119383
1731846,119396,119883
1732525,119441,119931
1736785,119718,120210
1741281,120018,120511
1749223,120560,121054
1753912,120868,121364
1761104,121359,121856
1768214,121830,122328
1773531,122188,122687
1779942,122628,123128
1788890,123237,123738
1798515,123894,124395
1802153,124149,124652
1806568,124444,124949
1813311,124904,125410
1817132,125168,125676
1821090,125448,125957
1827757,125902,126413
1833789,126313,126825
1838445,126634,127148
1845240,127095,127610
1852159,127572,128087
1862068,128245,128761
1866411,128532,129049
1875828,129178,129696
1879586,129426,129946
1889583,130110,130630
1899586,130778,131298
1907540,131309,131829
1916538,131934,132455
1923330,132392,132914
1927027,132640,133164
1930771,132898,133424
1938586,133420,133946
1940288,133538,134067
1945139,133872,134403
1951936,134327,134859
1957050,134672,135205
1960752,134923,135458
1969385,135504,136040
1976240,135970,136507
1981494,136328,136866
1986706,136684,137224
1996706,137357,137897
1999205,137532,138074
2002842,137778,138322
2011085,138339,138884
2017936,138810,139356
2022470,139125,139672
2028388,139539,140088
2035290,140016,140566
2044803,140662,141212
2046765,140800,141352
2052695,141199,141753
2059806,141671,142225
2066256,142118,142674
2069848,142359,142917
2073663,142614,143174
2077453,142879,143441
2085042,143389,143951
2091176,143812,144376
2099801,144397,144961
2104959,144731,145297
2109459,145035,145602
2118761,145658,146226
2122936,145940,146509
2126011,146145,146717
2132796,146605,147178
2140725,147134,147707
2149594,147718,148292
2156509,148181,148756
2163293,148646,149222
2167246,148915,149493
2170084,149110,149690
2174531,149408,149990
2184535,150084,150666
2194531,150773,151355
2198356,151030,151614
2203200,151351,151936
2205907,151530,152118
2211288,151899,152488
2218791,152386,152976
2220643,152502,153094
2226986,152923,153517
2233758,153379,153974
2240621,153836,154432
2247388,154289,154886
2253116,154680,155278
2261009,155214,155813
2270997,155900,156499
2277508,156345,156945
2281864,156642,157244
2285783,156904,157508
2292561,157361,157966
2302550,158044,158649
2309483,158503,159109
2310813,158596,159204
2314679,158853,159463
2320776,159261,159873
2329614,159848,160460
2334533,160184,160798
2338649,160456,161071
2344187,160827,161444
2351222,161305,161923
2355666,161598,162218
2362473,162059,162680
2369466,162524,163146
2379473,163214,163836
2386434,163677,164300
2393322,164136,164760
2403323,164788,165412
2410266,165260,165885
2420260,165935,166560
2424030,166191,166818
2430081,166608,167236
2436107,167005,167634
2440302,167286,167917
2447083,167744,168376
2451950,168067,168701
2455651,168313,168949
2463773,168868,169504
2469431,169258,169896
2479436,169925,170563
2486183,170382,171021
2492204,170792,171432
2496736,171107,171749
2506737,171777,172419
2516756,172438,173080
2523628,172897,173540
2532532,173490,174133
2537573,173818,174463
2547577,174479,175124
2555481,175017,175662
2561313,175423,176069
2568058,175879,176527
2578062,176550,177198
2584840,177002,177651
2591824,177472,178122
2595471,177726,178378
2599303,177988,178641
2605986,178450,179105
2609664,178705,179362
2615037,179066,179724
2620282,179431,180091
2630278,180124,180784
2637478,180612,181272
2641385,180878,181540
2646640,181239,181903
2654725,181789,182454
2658418,182045,182712
2662177,182298,182967
2672177,182965,183634
2676321,183241,183911
2682950,183684,184356
2688340,184044,184717
2693593,184404,185079
2700379,184866,185542
2704089,185126,185804
2711085,185597,186276
2717645,186054,186734
2724895,186542,187223
2734888,187223,187904
2741675,187683,188365
2745909,187962,188645
2755529,188610,189294
2762495,189084,189768
2766217,189328,190015
2773075,189798,190486
2775927,189987,190677
2780333,190281,190973
2787487,190785,191478
2793746,191202,191896
2799985,191623,192318
2806343,192066,192762
2808552,192218,192917
2812373,192483,193184
2816187,192742,193445
2823188,193214,193918
2825899,193403,194109
2833718,193939,194646
2840680,194397,195105
2845102,194709,195418
2847976,194895,195607
2851512,195134,195848
2855459,195399,196115
2857620,195546,196264
2862689,195890,196610
2867829,196234,196955
2874030,196654,197377
2881644,197171,197894
2887696,197586,198311
2891393,197834,198561
2898381,198306,199034
2902060,198556,199286
2905978,198817,199549
2912950,199291,200024
2919896,199749,200483
2928075,200308,201042
2936704,200906,201641
2946699,201586,202321
2953664,202059,202795
2955502,202177,202915
2961397,202581,203321
2968380,203060,203801
2975129,203514,204256
2982463,204018,204760
2988879,204451,205195
2992812,204721,205467
2999623,205175,205922
3006388,205646,206394
3010481,205929,206678
3014267,206186,206937
3021938,206701,207453
3027688,207089,207843
3034525,207555,208310
3035523,207619,208376
3041592,208021,208780
3047930,208461,209221
3053069,208804,209565
3060409,209308,210070
3066576,209727,210491
3073041,210171,210936
3076513,210408,211175
3081061,210710,211479
3084697,210960,211731
3088930,211251,212024
3095686,211709,212483
3102615,212172,212946
3112017,212791,213566
3116748,213114,213890
3123071,213543,214321
3130011,214026,214805
3135071,214364,215144
3139292,214646,215428
3146509,215137,215920
3152737,215556,216340
3154781,215696,216483
3160700,216104,216892
3168683,216633,217422
3175546,217094,217884
3183153,217616,218406
3192469,218235,219026
3196153,218479,219272
3201820,218861,219655
3209904,219406,220201
3219908,220103,220898
3223835,220373,221170
3230808,220845,221643
3234494,221098,221898
3241456,221569,222370
3245049,221814,222617
3250988,222214,223018
3258935,222749,223554
