sum_response_time,number_of_received_responses,number_of_sent_requests
9756,627,628
13690,891,894
20634,1335,1339
26665,1731,1736
31077,2039,2046
37841,2502,2510
41596,2777,2787
45881,3088,3099
51025,3445,3458
52290,3534,3550
53132,3593,3612
56815,3843,3864
61952,4209,4231
69056,4725,4748
74484,5076,5101
80825,5511,5537
86387,5896,5923
91731,6266,6295
95051,6513,6544
102111,7019,7051
108090,7447,7480
112100,7712,7747
116282,7993,8029
119467,8213,8252
123823,8533,8574
127464,8805,8848
131879,9120,9164
138062,9555,9601
144874,10051,10098
148711,10324,10373
151862,10552,10603
152870,10622,10676
156856,10897,10953
161620,11219,11276
161958,11243,11303
164718,11436,11499
170852,11862,11926
175337,12173,12239
184408,12806,12872
189212,13129,13197
197040,13662,13730
199857,13850,13921
203197,14089,14162
204432,14170,14246
208158,14412,14490
212052,14677,14757
221825,15355,15435
228820,15839,15920
235699,16320,16402
242577,16810,16893
246283,17074,17159
250655,17380,17466
255222,17706,17794
257793,17895,17986
263374,18270,18362
266647,18488,18582
270572,18763,18859
275922,19033,19131
279556,19291,19391
283369,19571,19673
290273,20070,20173
297242,20576,20680
307243,21267,21371
310802,21508,21614
316103,21862,21969
318928,22054,22163
322322,22290,22401
325622,22512,22626
328128,22681,22797
330435,22844,22963
337382,23324,23444
341334,23596,23717
344487,23817,23941
345989,23921,24047
349404,24149,24278
353335,24418,24549
357019,24667,24800
359129,24804,24939
364523,25182,25318
369130,25503,25641
370012,25562,25703
375616,25940,26083
379490,26218,26363
383288,26465,26612
389731,26907,27055
394050,27207,27357
400852,27690,27841
403288,27866,28019
408321,28227,28382
411636,28458,28615
418229,28942,29100
424412,29377,29536
429843,29769,29930
433559,30029,30192
437448,30291,30456
443126,30669,30835
447943,31013,31181
452147,31310,31479
461494,31943,32113
465386,32207,32379
470867,32582,32755
478081,33077,33251
486227,33634,33809
493782,34162,34337
499929,34579,34756
506711,35033,35211
513648,35500,35679
517597,35774,35955
525853,36349,36530
529756,36634,36817
532569,36821,37006
538693,37244,37431
543934,37599,37787
544779,37657,37848
548837,37968,38161
553134,38367,38562
556891,38656,38853
559739,38868,39067
562966,39114,39315
568927,39521,39724
572629,39772,39977
579018,40190,40396
583349,40489,40697
590284,40974,41183
596020,41367,41577
597251,41455,41668
601639,41757,41972
608550,42244,42460
612399,42506,42724
619212,42966,43185
629208,43648,43867
635196,44066,44286
639954,44384,44606
646878,44894,45117
653743,45422,45646
658262,45771,45996
661536,46028,46255
668268,46484,46713
674719,46945,47175
676804,47086,47318
679250,47257,47492
683020,47523,47760
690005,47993,48231
694679,48330,48569
700699,48749,48990
707584,49245,49487
711325,49510,49754
715856,49818,50063
724668,50411,50657
728714,50698,50946
738718,51413,51661
742652,51708,51958
748271,52108,52359
753022,52449,52701
756985,52733,52987
757878,52795,53052
764343,53263,53522
774349,53948,54207
779264,54284,54544
782005,54471,54734
785905,54739,55004
792878,55216,55482
798781,55611,55878
800367,55718,55988
803881,55962,56234
810968,56450,56723
819261,57028,57301
822814,57273,57548
825484,57469,57747
829142,57730,58010
837184,58294,58574
842868,58675,58957
844913,58814,59098
853669,59429,59714
857500,59708,59995
860924,59953,60242
865127,60245,60536
