sum_response_time,number_of_received_responses,number_of_sent_requests
3367,221,224
7207,477,482
14120,940,946
18394,1225,1232
22390,1488,1497
25831,1722,1733
30299,2041,2054
35517,2418,2433
36750,2502,2520
37625,2565,2586
41776,2873,2895
48325,3300,3324
55103,3784,3809
58104,3989,4016
65334,4460,4488
69668,4761,4791
76422,5225,5256
80267,5499,5532
85344,5843,5877
89776,6159,6195
97626,6717,6754
106797,7348,7385
111218,7653,7692
115023,7925,7966
122608,8485,8526
128447,8910,8953
132788,9228,9272
139278,9695,9741
143215,9979,10027
150062,10458,10507
150835,10513,10565
154774,10783,10837
158611,11051,11107
167503,11653,11709
170050,11826,11884
176255,12260,12320
182679,12705,12766
186628,12982,13045
193287,13449,13513
200420,13935,14000
204145,14184,14251
207992,14453,14522
209591,14571,14642
210395,14627,14701
212669,14775,14852
219362,15236,15314
220829,15340,15421
223299,15524,15607
228491,15895,15980
232747,16196,16282
236534,16464,16552
240051,16715,16806
246947,17201,17293
250678,17465,17559
254461,17720,17816
258154,17973,18071
260402,18131,18231
263402,18343,18445
268640,18711,18815
273290,19054,19160
277520,19357,19464
280881,19599,19709
287718,20074,20185
294530,20538,20650
302632,21075,21187
305166,21259,21374
308972,21526,21643
315795,22008,22126
325803,22703,22821
329695,22975,23095
333393,23235,23357
334210,23292,23417
336831,23477,23604
338886,23617,23747
342567,23869,24001
346391,24126,24260
353369,24605,24740
356317,24804,24941
358147,24930,25069
364806,25197,25338
368424,25447,25590
372144,25696,25841
378537,26134,26280
385867,26626,26773
389728,26885,27033
395499,27286,27436
399858,27587,27739
403926,27871,28025
407223,28095,28251
410874,28346,28504
417113,28801,28960
422577,29189,29349
430089,29734,29895
431909,29855,30019
441908,30524,30688
444604,30701,30867
451471,31201,31368
455946,31522,31691
459808,31779,31950
466696,32243,32415
471923,32595,32768
473083,32677,32853
477016,32940,33118
478651,33052,33233
486670,33610,33791
492412,33987,34170
498226,34384,34568
501756,34629,34815
506865,34983,35171
507556,35032,35222
517364,35687,35878
527362,36376,36567
532498,36727,36919
534976,36907,37102
541536,37216,37412
542413,37282,37481
548572,37755,37955
556182,38340,38541
561678,38768,38970
563269,38878,39083
566582,39105,39312
571464,39440,39649
572921,39535,39746
582172,40167,40379
588086,40576,40789
591750,40832,41047
596168,41145,41362
597801,41253,41473
602789,41587,41808
610900,42129,42351
612627,42255,42479
619264,42717,42942
625943,43174,43401
629785,43458,43687
636589,43979,44209
641874,44378,44609
650308,45017,45249
654136,45278,45512
660972,45766,46001
665507,46079,46315
671306,46489,46727
672357,46560,46801
