sum_response_time,number_of_received_responses,number_of_sent_requests
6792,446,448
13641,909,912
17430,1158,1163
22773,1519,1525
27526,1861,1869
29295,1986,1996
35519,2429,2441
41690,2871,2884
43006,2964,2980
44033,3041,3059
50516,3511,3531
54518,3773,3795
58268,4045,4069
63249,4403,4428
69012,4783,4810
72948,5053,5082
76381,5287,5318
77776,5379,5412
83223,5758,5793
84859,5875,5912
88575,6147,6187
92303,6409,6451
99100,6865,6908
105983,7357,7401
111903,7783,7828
113764,7917,7964
120239,8386,8435
124041,8658,8709
130327,9119,9171
134735,9433,9487
141060,9876,9931
146473,10246,10302
152497,10653,10711
156188,10899,10959
160626,11203,11264
166383,11601,11664
167882,11706,11771
172795,12048,12115
175504,12235,12304
184685,12852,12922
191182,13302,13373
193367,13453,13526
195477,13604,13680
196790,13692,13771
203579,14157,14237
213578,14831,14911
218736,15181,15262
221123,15338,15422
228101,15902,15987
238097,16612,16697
246979,17248,17333
252021,17607,17694
256768,17937,18025
262590,18355,18445
271547,18936,19026
279447,19485,19576
281650,19636,19729
287014,20006,20101
292191,20350,20446
294415,20507,20606
298794,20823,20923
305019,21277,21379
315021,21970,22072
321859,22426,22529
328685,22905,23009
330511,23046,23152
336280,23463,23571
341211,23811,23920
346894,24195,24306
350122,24424,24537
354692,24730,24844
358153,24984,25101
361373,25207,25326
369049,25734,25854
372755,25992,26114
376569,26245,26369
383523,26724,26849
387383,26982,27109
394283,27451,27579
398253,27716,27846
405127,28192,28323
408934,28434,28567
412762,28677,28812
416584,28931,29068
420146,29176,29315
426504,29605,29745
428050,29712,29854
434683,30179,30323
439567,30524,30669
444923,30897,31044
446166,30982,31132
453717,31517,31667
459731,31954,32106
466603,32426,32579
468783,32577,32732
469791,32651,32809
474627,32997,33157
481998,33525,33685
485420,33761,33924
490094,34080,34244
496076,34492,34658
501642,34885,35052
504431,35070,35239
508688,35360,35531
512334,35615,35788
518273,36011,36186
528278,36689,36864
531764,36936,37113
536225,37251,37429
542709,37726,37906
549572,38186,38367
559570,38863,39044
566172,39320,39502
572656,39777,39960
573658,39846,40032
577462,40132,40320
581321,40428,40618
584248,40648,40840
588895,40998,41192
591861,41191,41387
594543,41383,41581
599869,41753,41953
602428,41926,42128
607298,42261,42465
610468,42481,42687
613780,42714,42922
618679,43049,43259
622405,43311,43523
629324,43770,43983
638606,44406,44619
644155,44788,45002
646848,44975,45192
650509,45229,45448
657442,45732,45952
664211,46256,46477
671133,46786,47008
676448,47194,47417
681751,47551,47776
688522,48027,48253
692352,48292,48520
696088,48550,48780
697033,48611,48844
705501,49181,49414
709623,49484,49719
713892,49783,50020
717831,50067,50306
720064,50218,50459
726423,50656,50898
729154,50835,51080
732978,51109,51356
737060,51404,51653
738742,51524,51775
742168,51769,52022
745391,52000,52256
755385,52716,52972
758409,52930,53188
761833,53175,53435
766488,53501,53763
769308,53703,53967
777593,54268,54533
784399,54741,55007
794406,55415,55681
798202,55680,55948
802149,55954,56224
808052,56372,56643
812423,56673,56946
815015,56853,57128
815492,56886,57164
819845,57113,57393
824997,57475,57757
834992,58177,58459
840933,58580,58863
848918,59118,59402
852730,59387,59673
856669,59670,59958
866677,60388,60676
871580,60713,61002
876420,61041,61332
879566,61255,61548
882961,61484,61779
891323,62098,62394
898331,62607,62904
902397,62896,63194
906013,63136,63436
912605,63578,63880
917475,63928,64231
920023,64110,64416
930017,64812,65118
934514,65132,65439
940625,65534,65843
947443,66001,66311
952545,66358,66669
958065,66759,67072
963525,67141,67455
968594,67478,67794
969546,67538,67857
972192,67716,68037
976249,68012,68335
980887,68344,68669
984797,68632,68959
988437,68875,69204
995358,69356,69686
997297,69491,69823
1000672,69720,70054
1003623,69916,70253
1005902,70074,70413
1010139,70370,70711
1013324,70591,70934
1016866,70835,71180
1022864,71252,71599
1029746,71725,72073
1035290,72112,72461
1037375,72254,72606
1044184,72723,73076
1051039,73187,73541
1057983,73665,74020
1061636,73914,74271
1068543,74412,74770
1072447,74683,75043
1079343,75164,75525
1085903,75611,75973
1089355,75852,76216
1093240,76128,76494
1095212,76261,76629
1098199,76479,76850
1105054,76945,77317
1111995,77428,77801
1118214,77868,78242
1121751,78104,78480
1122821,78172,78551
1124600,78297,78678
1127775,78524,78907
1131847,78807,79192
1133657,78930,79318
1136017,79087,79478
1139883,79353,79746
1143231,79586,79981
1144199,79654,80052
1144885,79694,80095
1148480,79941,80344
1155457,80428,80832
1159195,80692,81098
1163025,80956,81364
1172029,81593,82001
1173423,81686,82097
1177195,81965,82378
1183531,82433,82847
1185910,82606,83022
1195103,83268,83685
1201998,83734,84152
1208827,84198,84617
1212797,84463,84884
1217525,84791,85213
1222440,85122,85546
1224642,85275,85701
1232053,85772,86199
1234770,85949,86379
1244765,86630,87060
1251604,87092,87523
1258580,87551,87983
1265367,88013,88446
1272297,88482,88916
1274622,88641,89077
1278539,88903,89341
1286962,89468,89907
1293923,89930,90370
1297676,90179,90621
1307666,90859,91301
1311418,91119,91562
1318167,91574,92019
1325000,92032,92478
1335008,92722,93168
1342933,93262,93708
1351759,93848,94295
1357381,94229,94677
1363440,94637,95086
1369267,95034,95485
1373085,95290,95743
