sum_response_time,number_of_received_responses,number_of_sent_requests
7814,510,511
13701,907,910
19162,1261,1265
24373,1606,1612
34360,2297,2303
41248,2770,2777
44477,3006,3015
47962,3252,3263
49249,3344,3358
49853,3386,3403
54006,3682,3700
57436,3909,3930
61705,4207,4229
69832,4775,4798
75140,5125,5150
80416,5482,5508
88612,6047,6074
95023,6500,6528
98627,6750,6780
106375,7308,7339
114785,7906,7937
120271,8259,8292
124128,8518,8553
127739,8774,8811
131635,9055,9094
136915,9449,9489
139842,9657,9699
143263,9900,9944
148027,10250,10296
152660,10581,10629
154183,10688,10738
158011,10959,11012
164965,11444,11498
169809,11779,11834
176422,12230,12286
182132,12630,12688
185909,12890,12950
190812,13227,13288
192813,13366,13430
197672,13687,13753
203733,14104,14171
207612,14368,14437
210353,14569,14640
212824,14730,14804
221519,15307,15381
226496,15645,15721
233485,16127,16204
236876,16353,16432
240944,16630,16711
247926,17118,17200
251737,17396,17480
256998,17762,17847
263260,18200,18286
269084,18620,18708
278129,19218,19306
281241,19425,19515
289573,20022,20113
293766,20312,20404
300098,20739,20833
303862,21006,21102
310977,21521,21618
315241,21825,21923
319095,22092,22192
323890,22416,22518
327796,22681,22785
329289,22781,22888
333374,23064,23173
335344,23201,23312
342854,23712,23824
344511,23827,23942
349869,24186,24302
352244,24347,24465
358893,24811,24931
362843,25087,25208
369652,25551,25674
376595,26012,26136
383568,26486,26611
391626,27042,27167
394707,27250,27377
399468,27573,27702
403177,27827,27958
411907,28284,28416
416744,28620,28753
420975,28910,29045
425138,29201,29338
432910,29741,29879
437734,30083,30222
443678,30497,30638
447872,30789,30931
454444,31254,31398
460641,31692,31837
461905,31780,31928
467013,32154,32303
472672,32541,32692
479627,33008,33160
487778,33558,33710
493246,33947,34101
496901,34216,34372
500609,34466,34624
510611,35151,35309
520613,35827,35985
526128,36222,36381
534431,36780,36940
538174,37034,37196
540146,37166,37330
542603,37330,37497
549522,37794,37962
554516,38146,38315
561484,38633,38803
568107,39123,39294
572814,39427,39600
577787,39769,39944
584612,40226,40402
590042,40609,40786
595041,40950,41129
598983,41240,41421
603825,41611,41793
608146,41932,42116
609198,42013,42200
609340,42022,42212
611196,42145,42338
618524,42648,42842
625718,43152,43346
632374,43600,43796
642380,44295,44491
649351,44787,44984
653991,45108,45306
657770,45375,45575
661761,45636,45838
667536,46034,46238
670971,46269,46475
674983,46560,46768
678811,46829,47039
685637,47329,47540
692434,47854,48066
694319,47996,48210
698702,48338,48554
706452,48860,49077
710765,49167,49386
715549,49497,49717
720879,49864,50086
727804,50352,50575
734827,50826,51050
738952,51122,51348
742594,51380,51608
746261,51644,51874
750180,51922,52154
754932,52244,52477
761635,52697,52931
768669,53200,53435
774696,53634,53871
781452,54121,54359
788237,54604,54843
792469,54906,55146
798902,55367,55609
805045,55802,56045
812679,56340,56584
818323,56731,56976
820446,56878,57126
827277,57352,57601
834182,57832,58082
841126,58308,58559
844884,58565,58818
851778,59036,59290
855496,59297,59553
862391,59770,60027
870764,60344,60601
873715,60543,60802
879858,61002,61263
883794,61281,61544
887910,61568,61832
897579,62487,62752
904082,62945,63211
908457,63253,63521
915728,63769,64037
922189,64225,64495
927186,64577,64848
