sum_response_time,number_of_received_responses,number_of_sent_requests
6806,441,443
16807,1109,1111
23618,1570,1573
28962,1932,1936
31791,2121,2127
34509,2305,2314
38036,2552,2563
39062,2624,2638
44596,3014,3029
46106,3115,3133
50101,3400,3420
56971,3872,3893
57939,3941,3964
64609,4409,4434
71571,4855,4881
77600,5257,5284
81433,5522,5551
86450,5869,5899
95070,6482,6513
99843,6824,6857
108972,7475,7508
110837,7605,7640
117277,8037,8074
120975,8297,8336
125333,8606,8646
128354,8828,8871
132134,9097,9142
138996,9585,9631
142810,9860,9908
147097,10164,10213
153098,10583,10634
155558,10746,10799
161039,11123,11178
167998,11593,11649
172482,11894,11951
178425,12299,12358
182238,12562,12623
186313,12849,12911
189763,13075,13140
198809,13689,13754
205022,14115,14181
206756,14237,14306
209158,14397,14468
212048,14594,14668
215673,14832,14908
222568,15290,15367
227823,15653,15731
231929,15956,16036
237095,16270,16352
244090,16761,16844
247808,17029,17114
252180,17335,17421
258466,17779,17867
262206,18049,18139
270051,18566,18656
273022,18762,18854
278066,19119,19213
280979,19324,19420
287139,19756,19854
288617,19863,19963
293203,20194,20296
300136,20702,20805
302655,20879,20984
309188,21319,21426
314384,21657,21765
317433,21867,21977
320629,22082,22195
324536,22360,22475
331403,22825,22941
335282,23099,23217
342458,23588,23706
348952,24041,24161
355462,24497,24618
359380,24774,24897
360212,24832,24957
361261,24902,25030
367520,25330,25460
373596,25745,25876
378146,26057,26190
381928,26304,26439
388734,26768,26904
392520,27012,27150
396747,27304,27443
402641,27705,27846
406734,27991,28134
413651,28472,28616
417835,28761,28907
421027,28990,29138
425891,29343,29492
429221,29583,29735
436140,30092,30245
443046,30573,30727
446767,30843,30999
453538,31317,31474
463535,31990,32147
470322,32442,32600
477098,32913,33072
481439,33219,33379
484989,33458,33620
490728,33851,34015
495430,34157,34323
501714,34603,34770
508256,35052,35220
512758,35367,35537
519677,35847,36018
526656,36314,36486
536660,36989,37161
541476,37320,37493
548850,37832,38006
557365,38459,38634
559773,38620,38797
563842,38893,39072
571363,39422,39602
573144,39550,39732
574302,39637,39822
576716,39815,40003
583627,40347,40536
593629,41113,41302
597473,41400,41591
603704,41826,42018
607931,42110,42304
611188,42331,42527
615523,42627,42825
622422,43096,43295
623924,43203,43404
630169,43639,43842
633054,43841,44046
640810,44391,44597
647626,44843,45050
653796,45257,45465
661020,45760,45969
663354,45925,46136
666006,46107,46321
667514,46216,46432
670784,46474,46692
674046,46724,46945
680950,47242,47464
683458,47415,47639
687142,47675,47901
690445,47900,48128
693147,48081,48312
699821,48551,48783
705241,48918,49151
710538,49300,49535
715313,49635,49871
723196,50195,50432
728125,50532,50771
736328,51097,51336
739488,51306,51547
748707,51967,52209
754883,52408,52651
762781,52980,53224
767382,53304,53549
775498,53894,54140
780332,54239,54487
787127,54717,54966
796907,55408,55657
804138,55898,56148
812077,56442,56692
814949,56639,56892
817261,56801,57056
823984,57255,57511
828331,57557,57815
833347,57903,58163
837163,58177,58439
844146,58652,58915
849362,59017,59281
852436,59231,59497
855760,59468,59737
859753,59751,60021
863402,60004,60277
864350,60068,60343
869810,60439,60716
874694,60784,61063
881683,61281,61561
888475,61764,62045
898476,62443,62724
905327,62902,63184
909381,63182,63466
914534,63535,63820
919805,63921,64208
923778,64198,64487
927981,64504,64794
936479,65101,65392
941574,65442,65735
948365,65931,66225
955135,66402,66697
959202,66680,66976
968972,67342,67639
972544,67577,67876
982545,68280,68579
989429,68761,69061
990178,68813,69116
1000179,69507,69810
1010179,70183,70486
1013920,70433,70737
1016504,70608,70915
1020366,70879,71188
1021931,70990,71301
1028626,71479,71792
1032408,71733,72048
1034536,71877,72194
1038109,72113,72432
1040606,72279,72601
1043550,72479,72803
1047152,72726,73052
1047983,72782,73111
1052694,73105,73436
1059574,73573,73905
1063325,73838,74172
1067054,74109,74445
1072355,74484,74821
1080711,75047,75385
1087575,75505,75844
1091610,75791,76131
1095049,76032,76374
1098849,76288,76632
1102602,76549,76896
1106299,76808,77157
1110066,77071,77422
1113650,77309,77662
1120883,77818,78172
1124994,78102,78457
1128433,78345,78703
1133481,78705,79064
1137978,79009,79370
1139505,79113,79477
1142933,79355,79721
1146314,79573,79941
1149480,79784,80154
1151478,79929,80302
1154711,80156,80531
1162377,80678,81054
1165071,80866,81244
1166743,80979,81360
1168168,81077,81460
1172074,81349,81734
1172849,81409,81797
1175764,81611,82002
1182354,82066,82458
1182927,82107,82502
1186425,82350,82747
1190423,82624,83023
1194890,82944,83345
1200820,83359,83761
1205257,83671,84075
1206470,83758,84164
1210592,84058,84466
1216972,84511,84921
1220472,84746,85158
1230463,85413,85825
1236944,85846,86259
1244417,86365,86779
1251186,86820,87235
1261192,87511,87926
1265048,87769,88186
1269786,88093,88511
1278315,88665,89084
1285369,89146,89566
1292293,89619,90040
1296087,89872,90295
1300638,90189,90613
1303864,90408,90834
1310302,90845,91273
1317231,91306,91735
1324161,91763,92193
1331020,92210,92641
1335611,92524,92956
1341459,92930,93364
1346027,93228,93663
1355059,93826,94262
1361964,94290,94727
1366153,94569,95007
1371884,94958,95398
1376850,95294,95735
1385766,95898,96340
1388753,96105,96549
1392817,96377,96823
1397694,96704,97151
1403460,97096,97545
1411360,97622,98072
1421373,98293,98743
1426510,98629,99080
1432119,99005,99458
1435916,99258,99713
1442754,99718,100174
1449761,100187,100644
1455174,100560,101018
1458240,100770,101230
1461007,100953,101415
1470614,101611,102074
1480623,102292,102755
1490619,102961,103424
1496323,103338,103802
1499295,103535,104001
1508209,104132,104599
1518206,104810,105277
1524016,105210,105678
1530917,105680,106149
1535760,106007,106478
1542540,106472,106944
1549231,106922,107395
1553927,107244,107718
