sum_response_time,number_of_received_responses,number_of_sent_requests
6790,448,450
13690,910,913
21441,1421,1424
27135,1798,1803
31049,2074,2080
37725,2530,2538
44538,3017,3026
48463,3295,3306
49517,3371,3384
52377,3576,3592
53610,3662,3681
57408,3922,3943
64603,4428,4449
71323,4900,4923
78310,5359,5383
85266,5827,5852
92745,6335,6360
97965,6696,6723
102712,7023,7052
112712,7736,7765
116532,8013,8044
123458,8470,8502
131834,9030,9062
139534,9574,9607
143845,9884,9919
151008,10411,10447
154854,10690,10728
155897,10764,10804
159450,11020,11063
163714,11318,11362
169580,11727,11773
176478,12192,12239
177800,12287,12337
184336,12727,12778
185167,12785,12839
188848,13038,13094
195333,13482,13539
202176,13948,14006
206056,14222,14282
209813,14480,14542
216727,14957,15020
220584,15221,15286
221184,15264,15332
225029,15526,15596
228891,15779,15851
232766,16042,16116
242350,16703,16777
245127,16897,16973
252794,17441,17518
254160,17539,17619
258136,17823,17904
261480,18060,18144
264624,18280,18366
268938,18591,18679
278930,19237,19325
282834,19498,19588
289674,19984,20075
290662,20050,20143
294148,20288,20384
297865,20561,20659
301638,20829,20929
305467,21108,21210
312456,21595,21698
317604,21939,22043
324266,22381,22486
326110,22517,22625
333942,23055,23164
340933,23547,23657
343972,23751,23863
351324,24271,24384
352315,24342,24458
356048,24594,24712
359277,24820,24940
362643,25054,25176
367667,25398,25522
374565,25868,25993
378466,26135,26261
382218,26394,26523
386143,26556,26686
388914,26753,26886
391259,26920,27055
393733,27086,27224
397404,27334,27474
400776,27562,27704
401795,27632,27777
404899,27845,27992
406483,27959,28108
413084,28417,28568
418165,28763,28915
423791,29161,29315
430686,29666,29821
433025,29831,29988
436878,30103,30262
440675,30362,30523
448688,30896,31058
452435,31146,31310
456195,31416,31582
460013,31682,31850
466821,32141,32310
469346,32311,32482
472767,32541,32714
476806,32824,32999
481279,33119,33296
484106,33312,33491
486560,33483,33665
493395,33943,34126
497133,34197,34382
500833,34450,34637
507815,34950,35138
510309,35135,35325
518576,35694,35885
525325,36155,36347
531973,36604,36797
535870,36877,37072
537006,36963,37160
538108,37042,37242
544443,37529,37731
549609,37912,38115
553812,38242,38447
559038,38597,38804
567521,39185,39392
575973,39763,39971
579971,40035,40244
582145,40181,40393
584255,40330,40545
594256,41024,41239
601067,41502,41718
607972,41987,42204
614786,42434,42652
621695,42901,43120
626655,43242,43462
629383,43430,43653
633121,43689,43914
643129,44399,44624
650449,44970,45195
656693,45442,45669
660280,45715,45943
666805,46159,46389
670566,46429,46661
674107,46680,46914
678154,46965,47201
681806,47223,47461
686081,47515,47755
689782,47775,48017
694060,48076,48319
697363,48316,48562
704326,48796,49043
708258,49062,49311
713469,49415,49665
722113,50035,50286
732118,50748,50999
736883,51088,51340
742853,51520,51774
749719,52018,52273
753833,52317,52573
757203,52558,52817
760880,52820,53081
763905,53015,53278
768159,53305,53570
775037,53782,54048
780546,54166,54433
785736,54511,54780
788202,54679,54950
793208,55017,55290
799775,55472,55746
803484,55731,56007
806091,55912,56190
811593,56304,56584
818469,56806,57087
822167,57069,57352
826880,57395,57679
832654,57785,58071
838051,58140,58427
846565,58740,59028
850226,59000,59290
853944,59267,59559
860822,59741,60034
862264,59839,60134
866999,60164,60461
875099,60713,61011
878856,60980,61280
885850,61496,61797
889537,61755,62058
893597,62025,62329
901598,62553,62858
907068,62938,63245
914054,63482,63790
924043,64176,64484
927953,64447,64757
933208,64809,65120
935613,64979,65293
939349,65246,65562
943135,65508,65826
949909,65971,66290
954857,66312,66632
960413,66691,67013
963141,66874,67198
970113,67372,67697
977994,67932,68258
988001,68654,68980
991782,68904,69232
997074,69262,69591
1002457,69621,69952
1007563,69979,70311
1010060,70151,70486
1015730,70556,70892
1017499,70676,71015
1019673,70831,71172
1023711,71111,71454
1025794,71256,71602
1032559,71715,72062
1035048,71886,72235
1040183,72226,72577
1043717,72476,72829
1044421,72522,72877
1048101,72781,73138
1051530,73016,73376
1054549,73228,73590
1060223,73631,73994
1065019,73967,74332
1069931,74295,74662
1076797,74782,75150
1080717,75046,75415
1084833,75331,75702
1091100,75779,76152
1098049,76252,76626
1104886,76715,77090
1108750,76988,77365
1114871,77405,77783
1119313,77707,78087
1123676,78016,78397
1129199,78408,78791
1130779,78517,78903
1136591,78922,79309
1138421,79050,79440
1142258,79314,79706
1143593,79401,79795
1148881,79782,80178
1153323,80088,80486
1156955,80345,80745
1166958,81044,81444
1173820,81523,81924
1177735,81785,82188
1182295,82105,82509
1188610,82545,82951
1195412,83026,83433
1205418,83761,84168
1210639,84144,84552
1216500,84566,84975
1224080,85078,85488
1227001,85270,85682
1233597,85728,86141
1238608,86075,86490
1243889,86430,86847
1246907,86632,87051
1251421,86938,87359
1255397,87207,87630
1265392,87885,88308
1275389,88553,88976
1279140,88817,89242
1284418,89179,89605
1289629,89540,89968
1296434,90002,90431
1301908,90372,90802
1310089,90927,91358
1317016,91379,91811
1320735,91619,92053
1327610,92089,92524
1334366,92559,92995
1341241,93023,93460
1346394,93371,93809
1354938,93953,94392
1362864,94486,94925
