sum_response_time,number_of_received_responses,number_of_sent_requests
6731,439,441
8158,533,537
12126,781,787
21211,1382,1389
31218,2070,2077
34727,2313,2322
38105,2559,2570
42926,2901,2913
45999,3123,3138
46608,3167,3185
47676,3245,3265
54305,3684,3706
58054,3954,3978
64986,4446,4471
68055,4645,4672
71595,4879,4908
75949,5182,5213
79148,5401,5434
83878,5725,5760
87754,6004,6040
95330,6545,6582
101232,6940,6979
111231,7615,7654
118069,8096,8136
123867,8514,8555
128662,8859,8902
132738,9148,9192
136395,9415,9462
143322,9917,9965
152016,10535,10583
158530,10989,11038
161760,11213,11264
164557,11418,11472
169333,11756,11811
172189,11952,12010
175516,12183,12243
176135,12227,12290
179128,12434,12499
183276,12719,12786
184880,12824,12894
188558,13080,13152
193378,13420,13493
196204,13622,13698
200057,13887,13965
210065,14554,14632
216923,15019,15098
221319,15324,15404
224286,15518,15601
227993,15786,15871
237991,16492,16577
238782,16545,16632
242315,16795,16885
246129,17062,17154
253079,17574,17667
253662,17611,17706
258818,17952,18049
262566,18219,18318
270983,18700,18800
274364,18936,19038
278361,19221,19325
282806,19542,19647
288992,19991,20098
298991,20687,20794
305801,21140,21248
310849,21482,21591
314077,21707,21818
317336,21933,22047
322164,22267,22382
327886,22649,22766
333291,23020,23138
335255,23155,23276
335705,23184,23308
342035,23632,23757
343555,23737,23865
350375,24206,24335
351538,24280,24411
354833,24507,24640
361407,24953,25088
368359,25417,25553
373513,25651,25788
378894,26028,26167
382792,26350,26491
386590,26620,26763
393556,27074,27218
394331,27126,27272
400366,27538,27686
402800,27709,27859
407478,28037,28189
412258,28372,28526
415772,28615,28771
422627,29104,29261
427253,29433,29591
429956,29628,29789
432449,29805,29968
437235,30125,30290
442106,30461,30627
447822,30868,31036
449181,30966,31136
456147,31451,31622
462698,31895,32068
469558,32360,32534
472147,32542,32718
473954,32664,32843
480912,33144,33324
488958,33698,33878
491742,33886,34069
500699,34483,34666
504246,34729,34914
509224,35080,35267
514664,35468,35656
521105,35904,36093
526075,36241,36432
530326,36533,36726
534236,36819,37014
536296,36973,37170
539787,37228,37427
543416,37507,37708
549405,37958,38161
553185,38240,38445
559110,38641,38847
562162,38849,39057
569390,39341,39550
574423,39688,39899
577063,39871,40084
582191,40216,40431
588607,40661,40877
592598,40923,41141
599832,41438,41657
605168,41793,42013
609745,42094,42316
616982,42594,42817
620075,42816,43041
624687,43129,43356
629093,43452,43680
635255,43925,44155
642191,44456,44687
648977,44969,45201
652470,45211,45445
656854,45520,45756
663735,45999,46236
672311,46590,46827
677387,46945,47184
687388,47617,47856
691273,47888,48129
698229,48379,48621
701904,48644,48888
705829,48924,49170
715821,49600,49846
720394,49901,50148
724206,50173,50422
727261,50392,50644
731537,50697,50950
740955,51364,51618
744939,51649,51905
751872,52146,52403
754060,52303,52562
758275,52602,52863
766248,53141,53403
769939,53392,53656
776863,53866,54131
780831,54138,54405
785042,54424,54692
786996,54562,54833
791929,54893,55166
795766,55171,55446
805099,55803,56078
807954,56004,56281
809047,56078,56358
814311,56457,56739
817971,56711,56995
824915,57194,57479
831861,57660,57946
838687,58122,58409
845539,58602,58890
852202,59075,59364
859431,59588,59878
866367,60059,60350
873274,60526,60818
877142,60799,61093
884134,61276,61571
894129,61999,62294
901017,62498,62793
904648,62769,63067
911170,63215,63514
913754,63388,63689
919267,63775,64078
926055,64501,64804
932927,64974,65279
933937,65044,65351
937247,65267,65577
945908,65871,66181
952544,66338,66649
954942,66516,66829
959151,66812,67127
968473,67440,67756
975159,67898,68215
977970,68114,68433
982214,68407,68728
986705,68721,69044
994773,69309,69632
1000497,69682,70007
1005840,70046,70372
1009404,70280,70608
1012981,70517,70847
1014768,70638,70971
1016473,70755,71091
1020043,71009,71347
1030037,71690,72028
1036872,72148,72487
1042571,72549,72889
1046519,72826,73168
1048804,72982,73326
1055127,73419,73765
1062044,73888,74235
1065741,74146,74495
1069498,74410,74761
1073036,74646,74999
1078059,75006,75360
1083690,75414,75770
1087557,75692,76050
1091095,75926,76286
1098287,76430,76791
1108299,77132,77493
1112127,77403,77766
1118926,77879,78243
1123704,78208,78573
1129410,78593,78960
1136286,79081,79449
