sum_response_time,number_of_received_responses,number_of_sent_requests
9997,664,665
13722,916,919
19869,1307,1311
24993,1643,1648
31464,2093,2100
35099,2344,2353
37478,2516,2527
45106,3052,3064
46396,3144,3159
50140,3401,3418
53742,3669,3688
60659,4130,4150
65717,4494,4515
71156,4874,4897
76175,5210,5234
84878,5800,5825
91656,6273,6299
101643,6962,6988
108033,7400,7427
111501,7646,7675
116492,8002,8032
123004,8430,8462
129902,8895,8928
133635,9166,9201
139625,9601,9637
144384,9944,9982
151265,10440,10479
155102,10724,10765
162053,11228,11270
172054,11940,11982
179009,12436,12479
181219,12587,12632
185123,12844,12891
187140,12979,13029
191731,13295,13346
197440,13696,13749
198234,13754,13810
201654,13984,14042
202919,14068,14129
209852,14532,14594
216030,14953,15016
221617,15334,15398
224209,15519,15586
227932,15769,15838
231468,16011,16082
241299,16679,16750
245104,16945,17018
250972,17354,17428
257404,17813,17888
260027,18000,18078
266481,18470,18549
273711,18985,19065
279066,19365,19446
284604,19769,19852
290145,20114,20198
295166,20451,20537
298773,20710,20798
302338,20955,21045
304044,21068,21160
306746,21263,21358
307959,21354,21451
314603,21835,21934
321449,22315,22415
328257,22774,22875
333530,23125,23227
338913,23514,23618
339882,23589,23695
343237,23829,23938
346886,24085,24196
353628,24558,24670
357577,24820,24934
361393,25085,25201
365126,25349,25467
369523,25640,25759
373912,25947,26068
379518,26337,26460
380931,26429,26554
385540,26752,26879
387620,26900,27030
391412,27146,27278
394920,27389,27523
401887,27859,27993
404026,28008,28145
409323,28365,28504
416265,29060,29200
426263,29751,29891
433826,30267,30407
436863,30483,30626
440678,30749,30894
450217,31430,31575
451368,31511,31659
455221,31789,31939
465218,32513,32663
472049,32982,33133
475936,33243,33396
479685,33494,33649
486666,33995,34151
490899,34301,34458
493749,34492,34652
499762,34898,35059
505968,35321,35483
507141,35402,35567
508076,35465,35633
510442,35629,35799
511682,35714,35887
519420,36225,36399
523198,36482,36658
527603,36791,36969
531768,37085,37265
535619,37366,37547
543919,37926,38108
548997,38269,38453
552511,38507,38693
556392,38779,38967
560928,39131,39320
561571,39176,39368
570179,39841,40034
574634,40193,40388
577061,40382,40579
579834,40575,40774
584665,40907,41108
586733,41045,41249
588477,41161,41367
593127,41474,41682
595769,41652,41862
600838,42010,42222
602736,42130,42345
609442,42604,42820
612082,42770,42988
617164,43119,43339
619341,43261,43483
621563,43416,43641
625267,43663,43890
632088,44158,44386
635823,44451,44680
642495,44961,45192
646063,45232,45465
649903,45490,45725
656673,45962,46198
666675,46661,46897
670421,46918,47156
677287,47400,47639
682626,47756,47996
685923,47989,48231
688641,48174,48419
695634,48672,48918
699322,48932,49180
708893,49588,49836
711358,49751,50001
716682,50134,50386
722587,50558,50811
725001,50733,50988
731236,51167,51424
738152,51665,51922
745028,52156,52415
751182,52589,52849
754474,52829,53091
759043,53136,53400
763961,53477,53742
769762,53879,54146
773660,54147,54416
778075,54444,54714
783177,54800,55072
787990,55133,55407
793758,55527,55802
798501,55843,56120
801838,56073,56352
804341,56243,56524
810148,56667,56950
813989,56939,57224
823956,57638,57923
830810,58103,58389
840796,58772,59058
844553,59036,59323
851487,59534,59823
858414,60029,60319
862288,60295,60587
866202,60563,60857
870989,60890,61185
872310,60985,61283
874240,61121,61422
881083,61631,61933
891095,62350,62652
895117,62624,62927
897927,62807,63113
903627,63207,63514
906072,63379,63689
910358,63683,63994
911158,63739,64053
917442,64163,64479
927441,64860,65176
934183,65332,65649
941059,65827,66145
944983,66107,66426
948497,66344,66666
955480,66812,67135
959321,67079,67404
965329,67497,67823
969862,67825,68153
979861,68543,68871
983674,68799,69129
987381,69057,69389
994359,69526,69859
999420,69880,70214
1004145,70180,70516
1005874,70303,70642
1008836,70505,70846
1013371,70814,71157
1018940,71197,71541
1024069,71550,71896
1030921,72033,72380
1033422,72203,72552
1038587,72557,72908
1040435,72682,73035
1046456,73094,73449
1050288,73359,73715
1057067,73816,74174
1062372,74195,74554
1067943,74597,74958
1071566,74853,75216
1072064,74888,75254
1075988,75160,75528
1077995,75300,75670
1082602,75628,76000
1087283,75954,76328
1092150,76293,76668
1100885,76903,77279
1107013,77335,77712
1108923,77468,77847
1115279,77899,78280
1120962,78307,78689
1125256,78615,78999
1127669,78782,79168
1128930,78870,79259
1131046,79013,79405
1134495,79265,79659
1138401,79545,79941
1139275,79609,80008
1143143,79850,80251
1146945,80115,80518
1151134,80412,80816
1154593,80656,81063
1158015,80898,81307
1162145,81194,81605
1168916,81665,82077
1178261,82332,82744
1183614,82727,83140
1189668,83166,83581
1194110,83484,83900
1197271,83701,84120
1201312,83972,84392
1210579,84618,85039
1217937,85131,85553
1221582,85376,85800
1226077,85688,86113
1230529,85993,86420
1235580,86340,86769
1242781,86832,87262
1246460,87079,87511
1250157,87329,87763
1254438,87621,88056
1262433,88175,88611
1266284,88437,88875
1270314,88712,89152
1277377,89189,89630
1278132,89239,89683
1280488,89397,89843
1285015,89711,90159
1290187,90064,90514
1294916,90382,90833
1300700,90768,91221
1307453,91229,91683
1317178,91884,92338
1324052,92356,92811
1331268,92854,93310
1338178,93315,93772
1348187,93991,94448
1352014,94253,94712
1358259,94670,95130
1364945,95130,95591
1371305,95552,96014
1376449,95899,96363
1381613,96241,96706
1387057,96603,97070
1393992,97076,97544
1400879,97543,98012
1407682,98016,98486
